Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.2971),tensor(0.2971),0_7_6_5_9_7,[tensor(0.2310), 0.0, 0.0, 0.0, 0.0, tensor(0.3860), tensor(0.8660), tensor(0.0003), 0.0, tensor(0.2990)],21,0.0001,0.075
tensor(0.1237),tensor(0.1237),1_4_5_2_5_6,[0.0, tensor(0.3400), tensor(0.0700), 0.0, tensor(0.2160), tensor(0.0002), tensor(0.1160), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.0571),tensor(0.0571),2_5_6_1_4_5,[0.0, tensor(0.2940), tensor(0.0360), 0.0, tensor(0.0120), tensor(0.0002), tensor(0.), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1142),tensor(0.1142),3_5_1_5_8_7,[0.0, tensor(0.0390), 0.0, tensor(0.2110), 0.0, tensor(2.7500e-05), 0.0, tensor(0.3260), tensor(0.1090), 0.0],21,0.0001,0.075
tensor(0.6727),tensor(0.6727),3_5_4,[0.0, 0.0, 0.0, tensor(0.6300), tensor(0.6560), tensor(0.7320), 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1185),tensor(0.1185),5_4_3_6_5_7,[0.0, 0.0, 0.0, tensor(0.2410), tensor(0.3680), tensor(8.8000e-05), tensor(0.0770), tensor(0.0250), 0.0, 0.0],21,0.0001,0.075
tensor(0.2219),tensor(0.2219),5_8_7_3_5_1,[0.0, tensor(0.4980), 0.0, tensor(0.3040), 0.0, tensor(6.7000e-05), 0.0, tensor(0.4800), tensor(0.0490), 0.0],21,0.0001,0.075
tensor(0.2914),tensor(0.2914),5_9_7_0_7_6,[tensor(0.3800), 0.0, 0.0, 0.0, 0.0, tensor(0.3050), tensor(0.8170), tensor(0.0002), 0.0, tensor(0.2460)],21,0.0001,0.075
tensor(0.7143),tensor(0.7143),6_4_2,[0.0, 0.0, tensor(0.6010), 0.0, tensor(0.7120), 0.0, tensor(0.8300), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1761),tensor(0.1761),6_5_7_5_4_3,[0.0, 0.0, 0.0, tensor(0.1850), tensor(0.4040), tensor(0.0003), tensor(0.4120), tensor(0.0550), 0.0, 0.0],21,0.0001,0.075
0.266,0.41733333333333333,0.36033333333333334,0.47433333333333333,3_5_4,6_4_2,0.0013325214385986328,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.2662,0.41800000000000004,0.36133333333333334,0.4746666666666667,3_5_4,6_4_2,0.0013775825500488281,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.596,0.6276666666666667,0.6276666666666667,0_7_6_5_9_7,0.0,None,resnet20x4,21,0.0001,0.075
0.4014,0.41783333333333333,0.41783333333333333,1_4_5_2_5_6,0.0,None,resnet20x4,21,0.0001,0.075
0.338,0.3945,0.3945,2_5_6_1_4_5,0.0,None,resnet20x4,21,0.0001,0.075
0.2502,0.21983333333333333,0.21983333333333333,3_5_1_5_8_7,0.0,None,resnet20x4,21,0.0001,0.075
0.3282,0.32033333333333336,0.32033333333333336,5_4_3_6_5_7,0.0,None,resnet20x4,21,0.0001,0.075
0.4586,0.4031666666666667,0.4031666666666667,5_8_7_3_5_1,0.0,None,resnet20x4,21,0.0001,0.075
0.521,0.5265,0.5265,5_9_7_0_7_6,0.0,None,resnet20x4,21,0.0001,0.075
0.3792,0.41483333333333333,0.41483333333333333,6_5_7_5_4_3,0.0,None,resnet20x4,21,0.0001,0.075
