Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.2800),tensor(0.9333),0_7_8,[tensor(0.8940), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9400), tensor(0.9660), 0.0],21,0.0001,0.075
tensor(0.2842),tensor(0.9473),2_7_9,[0.0, 0.0, tensor(0.8770), 0.0, 0.0, 0.0, 0.0, tensor(0.9710), 0.0, tensor(0.9940)],21,0.0001,0.075
tensor(0.2677),tensor(0.8923),3_5_9,[0.0, 0.0, 0.0, tensor(0.7800), 0.0, tensor(0.9100), 0.0, 0.0, 0.0, tensor(0.9870)],21,0.0001,0.075
tensor(0.2860),tensor(0.9533),6_8_9,[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9460), 0.0, tensor(0.9830), tensor(0.9310)],21,0.0001,0.075
tensor(0.2689),tensor(0.8963),3_6_7,[0.0, 0.0, 0.0, tensor(0.7770), 0.0, 0.0, tensor(0.9610), tensor(0.9510), 0.0, 0.0],21,0.0001,0.075
tensor(0.2603),tensor(0.8677),3_5_6,[0.0, 0.0, 0.0, tensor(0.8120), 0.0, tensor(0.8430), tensor(0.9480), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.2739),tensor(0.9130),3_6_7,[0.0, 0.0, 0.0, tensor(0.8460), 0.0, 0.0, tensor(0.9450), tensor(0.9480), 0.0, 0.0],21,0.0001,0.075
tensor(0.2897),tensor(0.9657),1_6_7,[0.0, tensor(0.9780), 0.0, 0.0, 0.0, 0.0, tensor(0.9670), tensor(0.9520), 0.0, 0.0],21,0.0001,0.075
tensor(0.2762),tensor(0.9207),4_5_7,[0.0, 0.0, 0.0, 0.0, tensor(0.8920), tensor(0.9160), 0.0, tensor(0.9540), 0.0, 0.0],21,0.0001,0.075
tensor(0.2790),tensor(0.9300),1_2_4,[0.0, tensor(0.9920), tensor(0.8520), 0.0, tensor(0.9460), 0.0, 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
0.387,0.5608333333333333,[  nan   nan   nan 0.495   nan   nan 0.439 0.767 0.613 0.612],0.5546666666666666,0.567,6_8_9,3_6_7,0.0010001659393310547,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.3864,0.5606666666666666,[  nan   nan   nan 0.494   nan   nan 0.44  0.767 0.612 0.611],0.5543333333333333,0.567,6_8_9,3_6_7,0.0019996166229248047,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.3456,0.5471666666666667,[0.265   nan   nan   nan 0.469 0.588   nan 0.654 0.653   nan],0.524,0.5703333333333334,0_7_8,4_5_7,0.001001119613647461,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.3448,0.5476666666666667,[0.265   nan   nan   nan 0.471 0.589   nan 0.654 0.653   nan],0.524,0.5713333333333334,0_7_8,4_5_7,0.0010023117065429688,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.2808333333333333,0.501,[  nan 0.641   nan 0.445   nan 0.38  0.378 0.483   nan 0.679],0.5013333333333333,0.5006666666666667,3_5_9,1_6_7,0.0009999275207519531,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.2811666666666667,0.5008333333333334,[  nan 0.64    nan 0.444   nan 0.382 0.378 0.482   nan 0.679],0.5016666666666667,0.5,3_5_9,1_6_7,0.0020017623901367188,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.3565,0.5758333333333334,[  nan   nan 0.463 0.416   nan 0.455 0.574 0.748   nan 0.799],0.67,0.4816666666666667,2_7_9,3_5_6,0.002010822296142578,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.356,0.5751666666666666,[  nan   nan 0.46  0.416   nan 0.456 0.571 0.749   nan 0.799],0.6693333333333333,0.481,2_7_9,3_5_6,0.001001596450805664,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.2718333333333333,0.484,[  nan 0.457 0.404 0.367 0.427   nan 0.577 0.672   nan   nan],0.5386666666666666,0.42933333333333334,3_6_7,1_2_4,0.0010008811950683594,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.2715,0.4843333333333333,[  nan 0.457 0.404 0.368 0.426   nan 0.58  0.671   nan   nan],0.5396666666666666,0.429,3_6_7,1_2_4,0.0015082359313964844,match_tensors_identity,resnet20x4,21,0.0001,0.075
