Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.4794),tensor(0.4794),0_7_6_5_9_7,[tensor(0.2780), 0.0, 0.0, 0.0, 0.0, tensor(0.3060), tensor(0.8780), tensor(0.6250), 0.0, tensor(0.3100)],21,0.0001,0.075
tensor(0.5166),tensor(0.5166),1_4_5_2_5_6,[0.0, tensor(0.7220), tensor(0.3000), 0.0, tensor(0.3420), tensor(0.7170), tensor(0.5020), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.4972),tensor(0.4972),2_5_6_1_4_5,[0.0, tensor(0.6710), tensor(0.3620), 0.0, tensor(0.3630), tensor(0.7080), tensor(0.3820), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.4660),tensor(0.4660),3_5_1_5_8_7,[0.0, tensor(0.6820), 0.0, tensor(0.4270), 0.0, tensor(0.6770), 0.0, tensor(0.2410), tensor(0.3030), 0.0],21,0.0001,0.075
tensor(0.6727),tensor(0.6727),3_5_4,[0.0, 0.0, 0.0, tensor(0.6300), tensor(0.6560), tensor(0.7320), 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.4772),tensor(0.4772),5_4_3_6_5_7,[0.0, 0.0, 0.0, tensor(0.5460), tensor(0.5140), tensor(0.7050), tensor(0.3970), tensor(0.2240), 0.0, 0.0],21,0.0001,0.075
tensor(0.4326),tensor(0.4326),5_8_7_3_5_1,[0.0, tensor(0.5460), 0.0, tensor(0.4950), 0.0, tensor(0.7230), 0.0, tensor(0.2150), tensor(0.1840), 0.0],21,0.0001,0.075
tensor(0.4242),tensor(0.4242),5_9_7_0_7_6,[tensor(0.0640), 0.0, 0.0, 0.0, 0.0, tensor(0.3140), tensor(0.8290), tensor(0.6290), 0.0, tensor(0.2850)],21,0.0001,0.075
tensor(0.7143),tensor(0.7143),6_4_2,[0.0, 0.0, tensor(0.6010), 0.0, tensor(0.7120), 0.0, tensor(0.8300), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.4964),tensor(0.4964),6_5_7_5_4_3,[0.0, 0.0, 0.0, tensor(0.3770), tensor(0.5410), tensor(0.6700), tensor(0.5020), tensor(0.3920), 0.0, 0.0],21,0.0001,0.075
0.5786,0.587,[  nan   nan   nan 0.494 0.694 0.687 0.514 0.446   nan   nan],0.587,0.587,5_4_3_6_5_7,6_5_7_5_4_3,0.42195963859558105,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.5792,0.5863333333333334,[  nan   nan   nan 0.493 0.694 0.686 0.513 0.446   nan   nan],0.5863333333333334,0.5863333333333334,5_4_3_6_5_7,6_5_7_5_4_3,0.4195129871368408,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4533333333333333,0.6275833333333334,[  nan 0.782 0.368 0.557 0.717 0.67  0.436   nan   nan   nan],0.6071666666666666,0.648,2_5_6_1_4_5,3_5_4,0.43936610221862793,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4533333333333333,0.62775,[  nan 0.781 0.368 0.553 0.718 0.672 0.436   nan   nan   nan],0.6078333333333333,0.6476666666666666,2_5_6_1_4_5,3_5_4,0.43538928031921387,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.401125,0.49175,[0.467 0.713   nan 0.398   nan 0.571 0.832 0.345 0.396 0.347],0.4845,0.499,0_7_6_5_9_7,5_8_7_3_5_1,0.8859491348266602,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.40175,0.50725,[0.389 0.699   nan 0.401   nan 0.598 0.827 0.383 0.478 0.35 ],0.48833333333333334,0.5261666666666667,0_7_6_5_9_7,5_8_7_3_5_1,0.4261295795440674,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.5686,0.6451666666666667,[  nan 0.838 0.723   nan 0.55  0.581 0.641   nan   nan   nan],0.6523333333333333,0.638,1_4_5_2_5_6,6_4_2,0.4286978244781494,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.5508,0.62975,[  nan 0.84  0.686   nan 0.52  0.549 0.667   nan   nan   nan],0.6351666666666667,0.6243333333333333,1_4_5_2_5_6,6_4_2,0.4377906322479248,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.382,0.5306666666666666,[0.137 0.647   nan 0.442   nan 0.678 0.782 0.512 0.479 0.311],0.5726666666666667,0.4886666666666667,3_5_1_5_8_7,5_9_7_0_7_6,0.42511749267578125,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.3825,0.5244166666666666,[0.113 0.632   nan 0.448   nan 0.704 0.767 0.458 0.516 0.331],0.577,0.4718333333333333,3_5_1_5_8_7,5_9_7_0_7_6,0.42847418785095215,match_tensors_zipit,resnet20x4,21,0.0001,0.075
