Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.1458),tensor(0.1458),0_7_6_5_9_7_5_4_3_6_5_7,[tensor(0.6330), 0.0, 0.0, tensor(0.2980), tensor(0.4570), tensor(5.4778e-08), tensor(0.0004), tensor(8.2000e-08), 0.0, tensor(0.3610)],21,0.0001,0.075
tensor(0.2649),tensor(0.2649),1_4_5_2_5_6_3_5_4,[0.0, tensor(0.8590), tensor(0.6190), tensor(0.3280), tensor(0.0003), tensor(7.6444e-08), tensor(0.5770), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1002),tensor(0.1002),2_5_6_1_4_5_6_4_2,[0.0, tensor(0.8990), tensor(0.0002), 0.0, tensor(0.0004), tensor(0.0004), tensor(0.0002), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1856),tensor(0.1856),3_5_1_5_8_7_6_5_7_5_4_3,[0.0, tensor(0.8820), 0.0, tensor(0.0003), tensor(0.4400), tensor(1.1609e-11), tensor(0.4300), tensor(0.0003), tensor(0.4740), 0.0],21,0.0001,0.075
tensor(0.2660),tensor(0.2660),3_5_4_1_4_5_2_5_6,[0.0, tensor(0.8590), tensor(0.6010), tensor(0.4450), tensor(0.0003), tensor(7.3111e-08), tensor(0.4880), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1476),tensor(0.1476),5_4_3_6_5_7_0_7_6_5_9_7,[tensor(0.6620), 0.0, 0.0, tensor(0.4000), tensor(0.4210), tensor(5.4556e-08), tensor(0.0003), tensor(7.9889e-08), 0.0, tensor(0.2880)],21,0.0001,0.075
tensor(0.2811),tensor(0.2811),5_8_7_3_5_1_5_9_7_0_7_6,[tensor(0.3560), tensor(0.8670), 0.0, tensor(0.6100), 0.0, tensor(7.8333e-08), tensor(0.3120), tensor(5.7111e-08), tensor(0.5240), tensor(0.7040)],21,0.0001,0.075
tensor(0.2771),tensor(0.2771),5_9_7_0_7_6_5_8_7_3_5_1,[tensor(0.3010), tensor(0.8270), 0.0, tensor(0.6180), 0.0, tensor(7.9333e-08), tensor(0.4020), tensor(5.0889e-08), tensor(0.4830), tensor(0.6940)],21,0.0001,0.075
tensor(0.0977),tensor(0.0977),6_4_2_2_5_6_1_4_5,[0.0, tensor(0.8770), tensor(0.0002), 0.0, tensor(0.0003), tensor(0.0004), tensor(0.0002), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1926),tensor(0.1926),6_5_7_5_4_3_3_5_1_5_8_7,[0.0, tensor(0.8420), 0.0, tensor(0.0003), tensor(0.4360), tensor(1.1047e-11), tensor(0.4140), tensor(0.0003), tensor(0.6180), 0.0],21,0.0001,0.075
0.515875,0.58,0.571,0.589,1_4_5_2_5_6_3_5_4,6_5_7_5_4_3_3_5_1_5_8_7,0.5812084674835205,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.50925,0.5703750000000001,0.5583333333333333,0.5824166666666667,1_4_5_2_5_6_3_5_4,6_5_7_5_4_3_3_5_1_5_8_7,0.4704113006591797,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.3908,0.5067916666666668,0.5046666666666667,0.5089166666666667,3_5_4_1_4_5_2_5_6,5_9_7_0_7_6_5_8_7_3_5_1,0.4857504367828369,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.381,0.5007916666666667,0.499,0.5025833333333334,3_5_4_1_4_5_2_5_6,5_9_7_0_7_6_5_8_7_3_5_1,0.4716358184814453,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4075,0.5386527777777778,0.5208888888888888,0.5564166666666667,2_5_6_1_4_5_6_4_2,5_8_7_3_5_1_5_9_7_0_7_6,0.4552121162414551,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.396,0.5225555555555556,0.5047777777777778,0.5403333333333333,2_5_6_1_4_5_6_4_2,5_8_7_3_5_1_5_9_7_0_7_6,0.46280670166015625,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.437,0.4500416666666667,0.4549166666666667,0.44516666666666665,0_7_6_5_9_7_5_4_3_6_5_7,3_5_1_5_8_7_6_5_7_5_4_3,0.45188426971435547,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4523333333333333,0.47050000000000003,0.4696666666666667,0.4713333333333333,0_7_6_5_9_7_5_4_3_6_5_7,3_5_1_5_8_7_6_5_7_5_4_3,0.44345521926879883,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.415,0.541875,0.5434166666666667,0.5403333333333333,5_4_3_6_5_7_0_7_6_5_9_7,6_4_2_2_5_6_1_4_5,0.4490678310394287,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4197777777777778,0.5648333333333333,0.563,0.5666666666666667,5_4_3_6_5_7_0_7_6_5_9_7,6_4_2_2_5_6_1_4_5,0.4711282253265381,match_tensors_zipit,resnet20x4,21,0.0001,0.075
