Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.1601),tensor(0.8005),5_8_12_16_23_28_38_40_48_54_56_66_68_70_72_75_83_84_87_98,[0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7500), 0.0, 0.0, tensor(0.8300), 0.0, 0.0, 0.0, tensor(0.8000), 0.0, 0.0, 0.0, tensor(0.7300), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9200), 0.0, 0.0, 0.0, 0.0, tensor(0.7700), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7400), 0.0, tensor(0.7100), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9300), 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8200), 0.0, tensor(0.8800), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7700), 0.0, tensor(0.9600), 0.0, tensor(0.8300), 0.0, tensor(0.5600), 0.0, 0.0, tensor(0.9400), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7800), tensor(0.7300), 0.0, 0.0, tensor(0.8200), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7400), 0.0],21,0.0001,0.075
tensor(0.1482),tensor(0.7410),3_5_10_12_23_25_27_40_50_51_53_63_67_77_80_85_87_91_95_97,[0.0, 0.0, 0.0, tensor(0.6300), 0.0, tensor(0.8000), 0.0, 0.0, 0.0, 0.0, tensor(0.6900), 0.0, tensor(0.8100), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9400), 0.0, tensor(0.5700), 0.0, tensor(0.6200), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7000), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.6400), tensor(0.6700), 0.0, tensor(0.9000), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7600), 0.0, 0.0, 0.0, tensor(0.6900), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.6300), 0.0, 0.0, tensor(0.5200), 0.0, 0.0, 0.0, 0.0, tensor(0.9000), 0.0, tensor(0.8700), 0.0, 0.0, 0.0, tensor(0.8500), 0.0, 0.0, 0.0, tensor(0.8100), 0.0, tensor(0.8200), 0.0, 0.0],21,0.0001,0.075
tensor(0.1596),tensor(0.7980),1_3_6_12_14_20_21_24_27_28_29_30_32_34_41_42_48_56_68_97,[0.0, tensor(0.8200), 0.0, tensor(0.6700), 0.0, 0.0, tensor(0.8400), 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7600), 0.0, tensor(0.6900), 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9300), tensor(0.8100), 0.0, 0.0, tensor(0.8700), 0.0, 0.0, tensor(0.5700), tensor(0.7600), tensor(0.7000), tensor(0.9000), 0.0, tensor(0.6700), 0.0, tensor(0.7900), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9000), tensor(0.7500), 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9400), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9000), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9000), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7900), 0.0, 0.0],21,0.0001,0.075
tensor(0.1528),tensor(0.7640),1_2_15_18_19_26_28_29_33_39_55_58_65_69_72_74_79_82_94_99,[0.0, tensor(0.8300), tensor(0.8100), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8000), 0.0, 0.0, tensor(0.7200), tensor(0.7200), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.6000), 0.0, tensor(0.8500), tensor(0.6200), 0.0, 0.0, 0.0, tensor(0.7900), 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8900), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.5400), 0.0, 0.0, tensor(0.8500), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.6100), 0.0, 0.0, 0.0, tensor(0.8900), 0.0, 0.0, tensor(0.4800), 0.0, tensor(0.7300), 0.0, 0.0, 0.0, 0.0, tensor(0.8200), 0.0, 0.0, tensor(0.9700), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9700), 0.0, 0.0, 0.0, 0.0, tensor(0.7900)],21,0.0001,0.075
tensor(0.1555),tensor(0.7775),4_8_9_20_24_35_41_43_47_61_62_64_76_78_86_88_90_92_96_98,[0.0, 0.0, 0.0, 0.0, tensor(0.6500), 0.0, 0.0, 0.0, tensor(0.9000), tensor(0.7800), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8700), 0.0, 0.0, 0.0, tensor(0.9100), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.5700), 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8600), 0.0, tensor(0.7900), 0.0, 0.0, 0.0, tensor(0.8500), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9000), tensor(0.7900), 0.0, tensor(0.6800), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9200), 0.0, tensor(0.6600), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7800), 0.0, tensor(0.8600), 0.0, tensor(0.8000), 0.0, tensor(0.7200), 0.0, 0.0, 0.0, tensor(0.6400), 0.0, tensor(0.6200), 0.0],21,0.0001,0.075
tensor(0.1573),tensor(0.7865),0_14_24_28_29_38_40_41_45_51_53_57_69_70_74_76_78_81_85_91,[tensor(0.8300), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7200), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8600), 0.0, 0.0, 0.0, tensor(0.7700), tensor(0.6800), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.6700), 0.0, tensor(0.6300), tensor(0.9000), 0.0, 0.0, 0.0, tensor(0.5500), 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7600), 0.0, tensor(0.9700), 0.0, 0.0, 0.0, tensor(0.8100), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8400), tensor(0.8500), 0.0, 0.0, 0.0, tensor(0.6800), 0.0, tensor(0.8900), 0.0, tensor(0.7300), 0.0, 0.0, tensor(0.9100), 0.0, 0.0, 0.0, tensor(0.8800), 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8000), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1644),tensor(0.8220),5_9_11_16_20_41_49_57_58_59_62_63_69_70_77_79_81_82_89_93,[0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7700), 0.0, 0.0, 0.0, tensor(0.8100), 0.0, tensor(0.7000), 0.0, 0.0, 0.0, 0.0, tensor(0.8900), 0.0, 0.0, 0.0, tensor(0.8600), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9100), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8200), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8500), tensor(0.8000), tensor(0.8700), 0.0, 0.0, tensor(0.8700), tensor(0.7600), 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8700), tensor(0.8400), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.6100), 0.0, tensor(0.8100), 0.0, tensor(0.9300), tensor(0.9400), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9100), 0.0, 0.0, 0.0, tensor(0.6200), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1626),tensor(0.8130),0_6_16_21_31_32_36_38_42_45_46_48_57_59_68_71_81_83_84_89,[tensor(0.9400), 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8300), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8200), 0.0, 0.0, 0.0, 0.0, tensor(0.9300), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7700), tensor(0.7300), 0.0, 0.0, 0.0, tensor(0.9300), 0.0, tensor(0.7000), 0.0, 0.0, 0.0, tensor(0.8300), 0.0, 0.0, tensor(0.5600), tensor(0.7000), 0.0, tensor(0.9700), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7300), 0.0, tensor(0.8700), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9200), 0.0, 0.0, tensor(0.9600), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8800), 0.0, tensor(0.7000), tensor(0.7000), 0.0, 0.0, 0.0, 0.0, tensor(0.7900), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1488),tensor(0.7440),3_4_5_7_11_42_46_48_56_58_60_63_64_65_66_69_71_87_88_93,[0.0, 0.0, 0.0, tensor(0.5900), tensor(0.5900), tensor(0.7500), 0.0, tensor(0.7700), 0.0, 0.0, 0.0, tensor(0.6800), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8400), 0.0, 0.0, 0.0, tensor(0.5200), 0.0, tensor(0.9400), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9300), 0.0, tensor(0.8900), 0.0, tensor(0.9100), 0.0, 0.0, tensor(0.6700), tensor(0.6000), tensor(0.5000), tensor(0.8600), 0.0, 0.0, tensor(0.8200), 0.0, tensor(0.8600), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8500), tensor(0.7500), 0.0, 0.0, 0.0, 0.0, tensor(0.5600), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1581),tensor(0.7905),7_11_13_14_17_22_30_34_37_44_49_52_54_56_60_66_70_73_75_93,[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.7700), 0.0, 0.0, 0.0, tensor(0.7500), 0.0, tensor(0.8200), tensor(0.6800), 0.0, 0.0, tensor(0.8100), 0.0, 0.0, 0.0, 0.0, tensor(0.7000), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8300), 0.0, 0.0, 0.0, tensor(0.8100), 0.0, 0.0, tensor(0.7500), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.5900), 0.0, 0.0, 0.0, 0.0, tensor(0.8700), 0.0, 0.0, tensor(0.9700), 0.0, tensor(0.8900), 0.0, tensor(0.8500), 0.0, 0.0, 0.0, tensor(0.9900), 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.8600), 0.0, 0.0, 0.0, tensor(0.9000), 0.0, 0.0, tensor(0.4900), 0.0, tensor(0.9200), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.5600), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
0.4642857142857143,0.58325,[0.67  nan  nan  nan  nan 0.5   nan  nan  nan 0.54  nan 0.57  nan  nan
 0.56  nan 0.7   nan  nan  nan 0.49  nan  nan  nan 0.79  nan  nan  nan
 0.58 0.46  nan  nan  nan  nan  nan  nan  nan  nan 0.6   nan 0.5  0.38
  nan  nan  nan 0.36  nan  nan  nan 0.53  nan 0.46  nan 0.43  nan  nan
  nan 0.61 0.64 0.66  nan  nan 0.46 0.38  nan  nan  nan  nan  nan 0.71
 0.73  nan  nan  nan 0.37  nan 0.82 0.42 0.55 0.68  nan 0.84 0.74  nan
  nan 0.69  nan  nan  nan 0.68  nan 0.62  nan 0.34  nan  nan  nan  nan
  nan  nan],0.5865,0.58,0_14_24_28_29_38_40_41_45_51_53_57_69_70_74_76_78_81_85_91,5_9_11_16_20_41_49_57_58_59_62_63_69_70_77_79_81_82_89_93,0.005334615707397461,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.4634285714285714,0.58375,[0.67  nan  nan  nan  nan 0.5   nan  nan  nan 0.54  nan 0.57  nan  nan
 0.58  nan 0.7   nan  nan  nan 0.49  nan  nan  nan 0.79  nan  nan  nan
 0.58 0.45  nan  nan  nan  nan  nan  nan  nan  nan 0.6   nan 0.5  0.38
  nan  nan  nan 0.36  nan  nan  nan 0.53  nan 0.46  nan 0.43  nan  nan
  nan 0.61 0.64 0.66  nan  nan 0.46 0.38  nan  nan  nan  nan  nan 0.71
 0.73  nan  nan  nan 0.37  nan 0.82 0.42 0.55 0.68  nan 0.84 0.74  nan
  nan 0.69  nan  nan  nan 0.68  nan 0.62  nan 0.35  nan  nan  nan  nan
  nan  nan],0.587,0.5805,0_14_24_28_29_38_40_41_45_51_53_57_69_70_74_76_78_81_85_91,5_9_11_16_20_41_49_57_58_59_62_63_69_70_77_79_81_82_89_93,0.00281524658203125,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.4015,0.56375,[ nan  nan  nan 0.6   nan 0.5   nan 0.71  nan  nan 0.47 0.62 0.68 0.79
 0.44  nan  nan 0.69  nan  nan  nan  nan 0.58 0.61  nan 0.38  nan 0.52
  nan  nan 0.44  nan  nan  nan 0.61  nan  nan 0.66  nan  nan 0.63  nan
  nan  nan 0.4   nan  nan  nan  nan 0.62 0.41 0.55 0.82 0.24 0.72  nan
 0.69  nan  nan  nan 0.87  nan  nan 0.55  nan  nan 0.58 0.35  nan  nan
 0.45  nan  nan 0.52  nan 0.8   nan 0.39  nan  nan 0.29  nan  nan  nan
  nan 0.73  nan 0.73  nan  nan  nan 0.58  nan 0.36  nan 0.29  nan 0.68
  nan  nan],0.509,0.6185,3_5_10_12_23_25_27_40_50_51_53_63_67_77_80_85_87_91_95_97,7_11_13_14_17_22_30_34_37_44_49_52_54_56_60_66_70_73_75_93,0.0028052330017089844,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.4015,0.5635,[ nan  nan  nan 0.59  nan 0.5   nan 0.71  nan  nan 0.47 0.62 0.68 0.79
 0.44  nan  nan 0.69  nan  nan  nan  nan 0.58 0.61  nan 0.38  nan 0.52
  nan  nan 0.44  nan  nan  nan 0.6   nan  nan 0.66  nan  nan 0.63  nan
  nan  nan 0.4   nan  nan  nan  nan 0.62 0.41 0.55 0.82 0.24 0.72  nan
 0.69  nan  nan  nan 0.87  nan  nan 0.55  nan  nan 0.58 0.35  nan  nan
 0.45  nan  nan 0.52  nan 0.8   nan 0.39  nan  nan 0.29  nan  nan  nan
  nan 0.74  nan 0.73  nan  nan  nan 0.58  nan 0.36  nan 0.29  nan 0.68
  nan  nan],0.509,0.618,3_5_10_12_23_25_27_40_50_51_53_63_67_77_80_85_87_91_95_97,7_11_13_14_17_22_30_34_37_44_49_52_54_56_60_66_70_73_75_93,0.002727031707763672,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.4202941176470588,0.53825,[0.19  nan  nan  nan  nan 0.44 0.52  nan 0.64  nan  nan  nan 0.62  nan
  nan  nan 0.58  nan  nan  nan  nan 0.6   nan 0.66  nan  nan  nan  nan
 0.5   nan  nan 0.48 0.44  nan  nan  nan 0.57  nan 0.44  nan 0.5   nan
 0.48  nan  nan 0.37 0.5   nan 0.56  nan  nan  nan  nan  nan 0.35  nan
 0.67 0.12  nan 0.68  nan  nan  nan  nan  nan  nan 0.56  nan 0.67  nan
 0.72 0.92 0.27  nan  nan 0.71  nan  nan  nan  nan  nan 0.71  nan 0.67
 0.45  nan  nan 0.52  nan 0.7   nan  nan  nan  nan  nan  nan  nan  nan
 0.35  nan],0.544,0.5325,5_8_12_16_23_28_38_40_48_54_56_66_68_70_72_75_83_84_87_98,0_6_16_21_31_32_36_38_42_45_46_48_57_59_68_71_81_83_84_89,0.002954244613647461,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.4188235294117647,0.53825,[0.19  nan  nan  nan  nan 0.44 0.52  nan 0.64  nan  nan  nan 0.62  nan
  nan  nan 0.58  nan  nan  nan  nan 0.6   nan 0.66  nan  nan  nan  nan
 0.5   nan  nan 0.48 0.44  nan  nan  nan 0.57  nan 0.44  nan 0.49  nan
 0.48  nan  nan 0.37 0.5   nan 0.56  nan  nan  nan  nan  nan 0.35  nan
 0.67 0.12  nan 0.68  nan  nan  nan  nan  nan  nan 0.56  nan 0.67  nan
 0.72 0.92 0.27  nan  nan 0.71  nan  nan  nan  nan  nan 0.71  nan 0.67
 0.45  nan  nan 0.52  nan 0.71  nan  nan  nan  nan  nan  nan  nan  nan
 0.35  nan],0.5435,0.533,5_8_12_16_23_28_38_40_48_54_56_66_68_70_72_75_83_84_87_98,0_6_16_21_31_32_36_38_42_45_46_48_57_59_68_71_81_83_84_89,0.0028231143951416016,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.4237837837837838,0.533,[ nan 0.54 0.45 0.45  nan  nan 0.67  nan  nan  nan  nan  nan 0.74  nan
 0.33 0.5   nan  nan 0.47 0.39 0.77 0.74  nan  nan 0.81  nan 0.37 0.29
 0.48 0.39 0.52  nan 0.41 0.55 0.42  nan  nan  nan  nan 0.56  nan 0.66
 0.33  nan  nan  nan  nan  nan 0.74  nan  nan  nan  nan  nan  nan 0.44
 0.62  nan 0.55  nan  nan  nan  nan  nan  nan 0.42  nan  nan 0.82 0.62
  nan  nan 0.27  nan 0.37  nan  nan  nan  nan 0.51  nan  nan 0.94  nan
  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan 0.71  nan  nan 0.51
  nan 0.55],0.562,0.504,1_3_6_12_14_20_21_24_27_28_29_30_32_34_41_42_48_56_68_97,1_2_15_18_19_26_28_29_33_39_55_58_65_69_72_74_79_82_94_99,0.002794027328491211,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.42405405405405405,0.5335000000000001,[ nan 0.54 0.45 0.45  nan  nan 0.67  nan  nan  nan  nan  nan 0.74  nan
 0.33 0.5   nan  nan 0.47 0.39 0.77 0.74  nan  nan 0.81  nan 0.37 0.29
 0.48 0.39 0.52  nan 0.41 0.55 0.42  nan  nan  nan  nan 0.56  nan 0.66
 0.33  nan  nan  nan  nan  nan 0.74  nan  nan  nan  nan  nan  nan 0.44
 0.62  nan 0.56  nan  nan  nan  nan  nan  nan 0.42  nan  nan 0.82 0.63
  nan  nan 0.27  nan 0.37  nan  nan  nan  nan 0.51  nan  nan 0.94  nan
  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan 0.71  nan  nan 0.51
  nan 0.55],0.562,0.505,1_3_6_12_14_20_21_24_27_28_29_30_32_34_41_42_48_56_68_97,1_2_15_18_19_26_28_29_33_39_55_58_65_69_72_74_79_82_94_99,0.0029153823852539062,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.7755,0.778,[ nan  nan  nan  nan 0.65  nan  nan  nan 0.9  0.78  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan 0.87  nan  nan  nan 0.91  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan 0.57  nan  nan  nan  nan  nan 0.86
  nan 0.79  nan  nan  nan 0.85  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan 0.9  0.79  nan 0.68  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan 0.92  nan 0.67  nan  nan  nan  nan  nan
  nan  nan 0.78  nan 0.86  nan 0.8   nan 0.72  nan  nan  nan 0.64  nan
 0.62  nan],0.778,4_8_9_20_24_35_41_43_47_61_62_64_76_78_86_88_90_92_96_98,0.0,None,resnet20x4,21,0.0001,0.075
0.712,0.7445,[ nan  nan  nan 0.59 0.59 0.75  nan 0.77  nan  nan  nan 0.68  nan  nan
  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
 0.84  nan  nan  nan 0.52  nan 0.95  nan  nan  nan  nan  nan  nan  nan
 0.93  nan 0.89  nan 0.91  nan  nan 0.67 0.6  0.5  0.86  nan  nan 0.82
  nan 0.86  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan 0.85 0.75  nan  nan  nan  nan 0.56  nan  nan  nan  nan
  nan  nan],0.7445,3_4_5_7_11_42_46_48_56_58_60_63_64_65_66_69_71_87_88_93,0.0,None,resnet20x4,21,0.0001,0.075
