Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.2801),tensor(0.9337),0_7_8,[tensor(0.8950), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9400), tensor(0.9660), 0.0],21,0.0001,0.075
tensor(0.2840),tensor(0.9467),2_7_9,[0.0, 0.0, tensor(0.8750), 0.0, 0.0, 0.0, 0.0, tensor(0.9710), 0.0, tensor(0.9940)],21,0.0001,0.075
tensor(0.2678),tensor(0.8927),3_5_9,[0.0, 0.0, 0.0, tensor(0.7820), 0.0, tensor(0.9090), 0.0, 0.0, 0.0, tensor(0.9870)],21,0.0001,0.075
tensor(0.2862),tensor(0.9540),6_8_9,[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9470), 0.0, tensor(0.9830), tensor(0.9320)],21,0.0001,0.075
tensor(0.2689),tensor(0.8963),3_6_7,[0.0, 0.0, 0.0, tensor(0.7770), 0.0, 0.0, tensor(0.9610), tensor(0.9510), 0.0, 0.0],21,0.0001,0.075
tensor(0.2604),tensor(0.8680),3_5_6,[0.0, 0.0, 0.0, tensor(0.8130), 0.0, tensor(0.8430), tensor(0.9480), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.2741),tensor(0.9137),3_6_7,[0.0, 0.0, 0.0, tensor(0.8460), 0.0, 0.0, tensor(0.9470), tensor(0.9480), 0.0, 0.0],21,0.0001,0.075
tensor(0.2898),tensor(0.9660),1_6_7,[0.0, tensor(0.9780), 0.0, 0.0, 0.0, 0.0, tensor(0.9670), tensor(0.9530), 0.0, 0.0],21,0.0001,0.075
tensor(0.2760),tensor(0.9200),4_5_7,[0.0, 0.0, 0.0, 0.0, tensor(0.8900), tensor(0.9160), 0.0, tensor(0.9540), 0.0, 0.0],21,0.0001,0.075
tensor(0.2791),tensor(0.9303),1_2_4,[0.0, tensor(0.9920), tensor(0.8530), 0.0, tensor(0.9460), 0.0, 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
0.59025,0.734,[  nan   nan   nan 0.675   nan 0.585 0.818 0.833   nan   nan],0.6926666666666667,0.7753333333333333,3_5_6,3_6_7,0.0042743682861328125,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.479,0.788,[0.733 0.839 0.583   nan 0.805   nan   nan 0.847 0.921   nan],0.8336666666666667,0.7423333333333333,0_7_8,1_2_4,0.003179311752319336,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.5261666666666667,0.7958333333333333,[  nan   nan 0.688 0.588   nan 0.755 0.863 0.921   nan 0.96 ],0.8563333333333333,0.7353333333333333,2_7_9,3_5_6,0.00777125358581543,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.5336,0.8365,[  nan 0.929   nan   nan   nan   nan 0.779 0.826 0.841 0.865],0.8446666666666667,0.8283333333333334,1_6_7,6_8_9,0.006533145904541016,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.579,0.8496666666666667,[  nan 0.939 0.666   nan   nan   nan 0.877 0.83    nan 0.956],0.8173333333333334,0.882,2_7_9,1_6_7,0.005441904067993164,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.49616666666666664,0.7643333333333333,[  nan 0.916 0.654 0.612 0.725   nan 0.808 0.871   nan   nan],0.765,0.7636666666666667,1_2_4,3_6_7,0.0031151771545410156,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.5338,0.8363333333333334,[  nan 0.929   nan   nan   nan   nan 0.779 0.825 0.841 0.865],0.8443333333333334,0.8283333333333334,1_6_7,6_8_9,0.0063304901123046875,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.73325,0.8,[  nan 0.934   nan 0.618   nan   nan 0.805 0.819   nan   nan],0.7473333333333333,0.8526666666666667,3_6_7,1_6_7,0.00500798225402832,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.586,0.6793333333333333,[  nan   nan   nan 0.591   nan 0.592 0.739 0.824   nan   nan],0.718,0.6406666666666667,3_6_7,3_5_6,0.006140470504760742,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.5512,0.813,[  nan 0.891 0.714   nan 0.766   nan   nan 0.848   nan 0.945],0.7903333333333333,0.8356666666666667,1_2_4,2_7_9,0.002960681915283203,match_tensors_permute,resnet20x4,21,0.0001,0.075
