Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.4478),tensor(0.4478),0_7_6_5_9_7,[tensor(0.5470), 0.0, 0.0, 0.0, 0.0, tensor(0.3460), tensor(0.6600), tensor(0.5750), 0.0, tensor(0.1110)],21,0.0001,0.075
tensor(0.4444),tensor(0.4444),1_4_5_2_5_6,[0.0, tensor(0.6800), tensor(0.1850), 0.0, tensor(0.1800), tensor(0.7030), tensor(0.4740), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.4562),tensor(0.4562),2_5_6_1_4_5,[0.0, tensor(0.6990), tensor(0.2800), 0.0, tensor(0.1290), tensor(0.7280), tensor(0.4450), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.4030),tensor(0.4030),3_5_1_5_8_7,[0.0, tensor(0.5780), 0.0, tensor(0.3100), 0.0, tensor(0.7530), 0.0, tensor(0.2330), tensor(0.1410), 0.0],21,0.0001,0.075
tensor(0.6727),tensor(0.6727),3_5_4,[0.0, 0.0, 0.0, tensor(0.6300), tensor(0.6560), tensor(0.7320), 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.4752),tensor(0.4752),5_4_3_6_5_7,[0.0, 0.0, 0.0, tensor(0.5160), tensor(0.3470), tensor(0.7200), tensor(0.4160), tensor(0.3770), 0.0, 0.0],21,0.0001,0.075
tensor(0.5268),tensor(0.5268),5_8_7_3_5_1,[0.0, tensor(0.7420), 0.0, tensor(0.4910), 0.0, tensor(0.7980), 0.0, tensor(0.2840), tensor(0.3190), 0.0],21,0.0001,0.075
tensor(0.5042),tensor(0.5042),5_9_7_0_7_6,[tensor(0.3650), 0.0, 0.0, 0.0, 0.0, tensor(0.2860), tensor(0.8930), tensor(0.6700), 0.0, tensor(0.3070)],21,0.0001,0.075
tensor(0.7143),tensor(0.7143),6_4_2,[0.0, 0.0, tensor(0.6010), 0.0, tensor(0.7120), 0.0, tensor(0.8300), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.5242),tensor(0.5242),6_5_7_5_4_3,[0.0, 0.0, 0.0, tensor(0.4740), tensor(0.5190), tensor(0.6880), tensor(0.5190), tensor(0.4210), 0.0, 0.0],21,0.0001,0.075
0.6248,0.6371666666666667,[  nan   nan   nan 0.612 0.715 0.701 0.588 0.506   nan   nan],0.6371666666666667,0.6371666666666667,5_4_3_6_5_7,6_5_7_5_4_3,0.0029115676879882812,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.6256,0.6376666666666667,[  nan   nan   nan 0.611 0.716 0.701 0.59  0.507   nan   nan],0.6376666666666667,0.6376666666666667,5_4_3_6_5_7,6_5_7_5_4_3,0.004272937774658203,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.46325,0.5639166666666666,[0.328 0.738   nan 0.537   nan 0.64  0.84  0.522 0.63  0.208],0.6178333333333333,0.51,3_5_1_5_8_7,5_9_7_0_7_6,0.003395557403564453,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.463125,0.5633333333333334,[0.328 0.739   nan 0.534   nan 0.638 0.84  0.523 0.629 0.207],0.6168333333333333,0.5098333333333334,3_5_1_5_8_7,5_9_7_0_7_6,0.0033164024353027344,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.37185714285714283,0.4946666666666667,[0.511   nan   nan 0.493 0.505 0.611 0.54  0.343   nan 0.37 ],0.453,0.5363333333333333,0_7_6_5_9_7,3_5_4,0.0034062862396240234,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.3698571428571429,0.4915833333333333,[0.515   nan   nan 0.495 0.498 0.605 0.523 0.346   nan 0.368],0.4505,0.5326666666666666,0_7_6_5_9_7,3_5_4,0.003041505813598633,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.594,0.7165833333333333,[  nan 0.733 0.747   nan 0.704 0.687 0.713   nan   nan   nan],0.7118333333333333,0.7213333333333334,1_4_5_2_5_6,6_4_2,0.003052949905395508,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.5934,0.7166666666666667,[  nan 0.735 0.748   nan 0.703 0.685 0.714   nan   nan   nan],0.7116666666666667,0.7216666666666667,1_4_5_2_5_6,6_4_2,0.0033979415893554688,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.5924,0.637,[  nan 0.971 0.385   nan 0.172 0.843 0.608   nan   nan   nan],0.637,2_5_6_1_4_5,0.0,None,resnet20x4,21,0.0001,0.075
0.6062,0.7198333333333333,[  nan 0.944   nan 0.69    nan 0.805   nan 0.526 0.549   nan],0.7198333333333333,5_8_7_3_5_1,0.0,None,resnet20x4,21,0.0001,0.075
