Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.3851),tensor(0.5501),3_4_5_6_7_8_9,[0.0, 0.0, 0.0, tensor(0.4520), tensor(0.4000), tensor(0.4220), tensor(0.8030), tensor(0.6320), tensor(0.6720), tensor(0.4700)],21,0.0001,0.075
tensor(0.3983),tensor(0.5690),0_1_2_3_4_6_7,[tensor(0.5350), tensor(0.3420), tensor(0.3440), tensor(0.5600), tensor(0.7790), 0.0, tensor(0.5650), tensor(0.8580), 0.0, 0.0],21,0.0001,0.075
tensor(0.3837),tensor(0.5481),3_4_5_6_7_8_9,[0.0, 0.0, 0.0, tensor(0.4170), tensor(0.3750), tensor(0.4630), tensor(0.7880), tensor(0.6540), tensor(0.6730), tensor(0.4670)],21,0.0001,0.075
tensor(0.3977),tensor(0.5681),1_2_3_4_5_6_7,[0.0, tensor(0.4980), tensor(0.3580), tensor(0.5510), tensor(0.7780), tensor(0.4450), tensor(0.5260), tensor(0.8210), 0.0, 0.0],21,0.0001,0.075
tensor(0.4554),tensor(0.5060),1_2_3_4_5_6_7_8_9,[0.0, tensor(0.3880), tensor(0.2940), tensor(0.6620), tensor(0.2860), tensor(0.4140), tensor(0.8930), tensor(0.7330), tensor(0.3950), tensor(0.4890)],21,0.0001,0.075
tensor(0.3952),tensor(0.5646),0_1_2_3_4_6_7,[tensor(0.5730), tensor(0.3190), tensor(0.3530), tensor(0.5660), tensor(0.7600), 0.0, tensor(0.5490), tensor(0.8320), 0.0, 0.0],21,0.0001,0.075
tensor(0.3713),tensor(0.5304),1_2_3_4_5_6_7,[0.0, tensor(0.3890), tensor(0.5090), tensor(0.6840), tensor(0.2290), tensor(0.3670), tensor(0.8680), tensor(0.6670), 0.0, 0.0],21,0.0001,0.075
tensor(0.4400),tensor(0.4889),1_2_3_4_5_6_7_8_9,[0.0, tensor(0.3830), tensor(0.3680), tensor(0.6850), tensor(0.2490), tensor(0.3570), tensor(0.8850), tensor(0.6340), tensor(0.3830), tensor(0.4560)],21,0.0001,0.075
tensor(0.3898),tensor(0.5569),1_2_3_4_5_6_7,[0.0, tensor(0.4540), tensor(0.3670), tensor(0.5670), tensor(0.7650), tensor(0.4210), tensor(0.5190), tensor(0.8050), 0.0, 0.0],21,0.0001,0.075
tensor(0.3684),tensor(0.5263),1_2_3_4_5_6_7,[0.0, tensor(0.3960), tensor(0.5300), tensor(0.6540), tensor(0.2260), tensor(0.4300), tensor(0.8250), tensor(0.6230), 0.0, 0.0],21,0.0001,0.075
0.4726666666666667,0.5083333333333333,[  nan 0.617 0.386 0.335 0.537 0.333 0.598 0.65  0.7   0.431],0.52925,0.48741666666666666,3_4_5_6_7_8_9,1_2_3_4_5_6_7,0.002831697463989258,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.4726666666666667,0.5087083333333333,[  nan 0.614 0.389 0.336 0.536 0.335 0.598 0.649 0.7   0.435],0.52975,0.4876666666666667,3_4_5_6_7_8_9,1_2_3_4_5_6_7,0.0033245086669921875,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.4441111111111111,0.4791666666666667,[  nan 0.667 0.515 0.417 0.233 0.333 0.697 0.459 0.597 0.485],0.46,0.49833333333333335,3_4_5_6_7_8_9,1_2_3_4_5_6_7,0.0027768611907958984,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.44122222222222224,0.47941666666666666,[  nan 0.67  0.517 0.401 0.232 0.347 0.702 0.457 0.604 0.474],0.45925,0.4995833333333333,3_4_5_6_7_8_9,1_2_3_4_5_6_7,0.003113269805908203,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.4155,0.5004545454545455,[0.56  0.412 0.247 0.556 0.669 0.232 0.512 0.796 0.338 0.313],0.4639090909090909,0.537,1_2_3_4_5_6_7_8_9,0_1_2_3_4_6_7,0.004013776779174805,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.4145,0.5002323232323233,[0.56  0.41  0.247 0.556 0.668 0.232 0.513 0.797 0.338 0.313],0.4639090909090909,0.5365555555555556,1_2_3_4_5_6_7_8_9,0_1_2_3_4_6_7,0.0031075477600097656,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.4137,0.4357626262626263,[0.546 0.229 0.281 0.509 0.302 0.257 0.789 0.754 0.329 0.309],0.4378888888888889,0.43363636363636365,0_1_2_3_4_6_7,1_2_3_4_5_6_7_8_9,0.002782583236694336,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.4142,0.43527272727272726,[0.544 0.229 0.281 0.507 0.301 0.259 0.788 0.753 0.33  0.309],0.437,0.43354545454545457,0_1_2_3_4_6_7,1_2_3_4_5_6_7_8_9,0.002774477005004883,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.5488571428571428,0.5015833333333333,[  nan 0.387 0.466 0.457 0.349 0.352 0.75  0.685   nan   nan],0.48475,0.5184166666666666,1_2_3_4_5_6_7,1_2_3_4_5_6_7,0.0030393600463867188,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.5482857142857143,0.5021666666666667,[  nan 0.388 0.468 0.456 0.351 0.354 0.75  0.682   nan   nan],0.48541666666666666,0.5189166666666667,1_2_3_4_5_6_7,1_2_3_4_5_6_7,0.0032706260681152344,match_tensors_permute,resnet20x4,21,0.0001,0.075
