Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.2801),tensor(0.9337),0_7_8,[tensor(0.8950), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9400), tensor(0.9660), 0.0],21,0.0001,0.075
tensor(0.2840),tensor(0.9467),2_7_9,[0.0, 0.0, tensor(0.8750), 0.0, 0.0, 0.0, 0.0, tensor(0.9710), 0.0, tensor(0.9940)],21,0.0001,0.075
tensor(0.2678),tensor(0.8927),3_5_9,[0.0, 0.0, 0.0, tensor(0.7820), 0.0, tensor(0.9090), 0.0, 0.0, 0.0, tensor(0.9870)],21,0.0001,0.075
tensor(0.2862),tensor(0.9540),6_8_9,[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9470), 0.0, tensor(0.9830), tensor(0.9320)],21,0.0001,0.075
tensor(0.2689),tensor(0.8963),3_6_7,[0.0, 0.0, 0.0, tensor(0.7770), 0.0, 0.0, tensor(0.9610), tensor(0.9510), 0.0, 0.0],21,0.0001,0.075
tensor(0.2604),tensor(0.8680),3_5_6,[0.0, 0.0, 0.0, tensor(0.8130), 0.0, tensor(0.8430), tensor(0.9480), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.2741),tensor(0.9137),3_6_7,[0.0, 0.0, 0.0, tensor(0.8460), 0.0, 0.0, tensor(0.9470), tensor(0.9480), 0.0, 0.0],21,0.0001,0.075
tensor(0.2898),tensor(0.9660),1_6_7,[0.0, tensor(0.9780), 0.0, 0.0, 0.0, 0.0, tensor(0.9670), tensor(0.9530), 0.0, 0.0],21,0.0001,0.075
tensor(0.2760),tensor(0.9200),4_5_7,[0.0, 0.0, 0.0, 0.0, tensor(0.8900), tensor(0.9160), 0.0, tensor(0.9540), 0.0, 0.0],21,0.0001,0.075
tensor(0.2791),tensor(0.9303),1_2_4,[0.0, tensor(0.9920), tensor(0.8530), 0.0, tensor(0.9460), 0.0, 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
0.6178,0.8088333333333333,[  nan   nan   nan 0.698   nan   nan 0.819 0.889 0.835 0.793],0.8156666666666667,0.802,6_8_9,3_6_7,0.003579378128051758,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.6168,0.8086666666666666,[  nan   nan   nan 0.7     nan   nan 0.819 0.887 0.835 0.792],0.8153333333333334,0.802,6_8_9,3_6_7,0.0033431053161621094,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.5358,0.749,[0.487   nan   nan   nan 0.642 0.831   nan 0.818 0.898   nan],0.7343333333333333,0.7636666666666667,0_7_8,4_5_7,0.003120899200439453,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.5362,0.7493333333333333,[0.49    nan   nan   nan 0.642 0.83    nan 0.818 0.898   nan],0.7353333333333333,0.7633333333333333,0_7_8,4_5_7,0.003217458724975586,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.48733333333333334,0.8328333333333333,[  nan 0.968   nan 0.637   nan 0.802 0.818 0.845   nan 0.927],0.7886666666666666,0.877,3_5_9,1_6_7,0.002813577651977539,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.48683333333333334,0.833,[  nan 0.968   nan 0.637   nan 0.802 0.818 0.846   nan 0.927],0.7886666666666666,0.8773333333333333,3_5_9,1_6_7,0.003063201904296875,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.5253333333333333,0.7929999999999999,[  nan   nan 0.682 0.585   nan 0.752 0.859 0.919   nan 0.961],0.854,0.732,2_7_9,3_5_6,0.004721164703369141,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.5251666666666667,0.7951666666666666,[  nan   nan 0.686 0.589   nan 0.754 0.862 0.92    nan 0.96 ],0.8553333333333333,0.735,2_7_9,3_5_6,0.0027947425842285156,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.49983333333333335,0.7498333333333334,[  nan 0.828 0.708 0.602 0.67    nan 0.816 0.875   nan   nan],0.7643333333333333,0.7353333333333333,3_6_7,1_2_4,0.0027599334716796875,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.499,0.7501666666666666,[  nan 0.829 0.708 0.602 0.671   nan 0.816 0.875   nan   nan],0.7643333333333333,0.736,3_6_7,1_2_4,0.003209352493286133,match_tensors_permute,resnet20x4,21,0.0001,0.075
