seed,steps,shared,recipe,A_on_union,B_on_union,pre,pre_A,pre_B,post,post_A,post_B,E_A,E_B,E_C,E_E,E_D_plus,E_D_minus
0,800,0,copyA,0.5191510319709778,0.47438234090805054,0.5191510319709778,0.994915783405304,0.0,0.9442878365516663,0.9685415029525757,0.9178224802017212,0.06842388230737032,0.14523872390172574,0.2450834789041674,0.264261087899159,0.17414121701757102,0.1028516099700066
0,800,0,avg+avghead,0.5191510319709778,0.47438234090805054,0.7240921854972839,0.5516365170478821,0.9122746586799622,0.9678328633308411,0.9726724028587341,0.9625520706176758,0.06842388230737032,0.14523872390172574,0.2450834789041674,0.264261087899159,0.17414121701757102,0.1028516099700066
0,800,0,avg+label,0.5191510319709778,0.47438234090805054,0.8285524845123291,0.7572291493415833,0.9063800573348999,0.9709832668304443,0.9653638601303101,0.9771151542663574,0.06842388230737032,0.14523872390172574,0.2450834789041674,0.264261087899159,0.17414121701757102,0.1028516099700066
0,800,0,single+label,0.5191510319709778,0.47438234090805054,0.6763389110565186,0.4381951093673706,0.9361997246742249,0.9718123078346252,0.9758500456809998,0.9674063920974731,0.06842388230737032,0.14523872390172574,0.2450834789041674,0.264261087899159,0.17414121701757102,0.1028516099700066
0,800,0,sum+label,0.5191510319709778,0.47438234090805054,0.8028519153594971,0.7257705926895142,0.8869625926017761,0.9786105155944824,0.9806164503097534,0.9764216542243958,0.06842388230737032,0.14523872390172574,0.2450834789041674,0.264261087899159,0.17414121701757102,0.1028516099700066
0,800,1,copyA,0.6092625260353088,0.5851333141326904,0.6092625260353088,0.994915783405304,0.33763226866722107,0.9708114862442017,0.9666349291801453,0.9570105671882629,0.07271481530505167,0.17543393153711345,0.15279175301340617,0.28646122508482247,0.21333542780376366,0.09926284725584257
0,800,1,avg+avghead,0.6092625260353088,0.5851333141326904,0.41019654273986816,0.3984747529029846,0.6236772537231445,0.9826815128326416,0.9825230836868286,0.9742063283920288,0.07271481530505167,0.17543393153711345,0.15279175301340617,0.28646122508482247,0.21333542780376366,0.09926284725584257
0,800,1,avg+label,0.6092625260353088,0.5851333141326904,0.9760653972625732,0.9812520146369934,0.9758597612380981,0.9902704954147339,0.9920559525489807,0.9867724776268005,0.07271481530505167,0.17543393153711345,0.15279175301340617,0.28646122508482247,0.21333542780376366,0.09926284725584257
0,800,1,single+label,0.6092625260353088,0.5851333141326904,0.9708114862442017,0.9723546504974365,0.9751983880996704,0.988713800907135,0.9901493787765503,0.9847883582115173,0.07271481530505167,0.17543393153711345,0.15279175301340617,0.28646122508482247,0.21333542780376366,0.09926284725584257
0,800,1,sum+label,0.6092625260353088,0.5851333141326904,0.9780113101005554,0.9879250526428223,0.9692460298538208,0.9906597137451172,0.9920559525489807,0.9874338507652283,0.07271481530505167,0.17543393153711345,0.15279175301340617,0.28646122508482247,0.21333542780376366,0.09926284725584257
0,800,2,copyA,0.753187358379364,0.7592013478279114,0.753187358379364,0.994915783405304,0.6776833534240723,0.9752224683761597,0.9742612242698669,0.9688385128974915,0.082812919433701,0.12179990270098888,0.1942598605301363,0.25146604702285097,0.2708322363997524,0.07882903391257036
0,800,2,avg+avghead,0.753187358379364,0.7592013478279114,0.6254510283470154,0.6850969195365906,0.8183820843696594,0.986047625541687,0.9898316264152527,0.9826880693435669,0.082812919433701,0.12179990270098888,0.1942598605301363,0.25146604702285097,0.2708322363997524,0.07882903391257036
0,800,2,avg+label,0.753187358379364,0.7592013478279114,0.978830873966217,0.9783921241760254,0.9880390167236328,0.9901371002197266,0.9888783097267151,0.9880390167236328,0.082812919433701,0.12179990270098888,0.1942598605301363,0.25146604702285097,0.2708322363997524,0.07882903391257036
0,800,2,single+label,0.753187358379364,0.7592013478279114,0.945152759552002,0.9335875511169434,0.9911866188049316,0.9910992980003357,0.9920559525489807,0.9892980456352234,0.082812919433701,0.12179990270098888,0.1942598605301363,0.25146604702285097,0.2708322363997524,0.07882903391257036
0,800,2,sum+label,0.753187358379364,0.7592013478279114,0.9838826060295105,0.9882428050041199,0.985206127166748,0.9896559715270996,0.9930092096328735,0.9870947599411011,0.082812919433701,0.12179990270098888,0.1942598605301363,0.25146604702285097,0.2708322363997524,0.07882903391257036
0,800,3,copyA,0.994915783405304,0.994915783405304,0.994915783405304,0.994915783405304,0.994915783405304,0.994915783405304,0.994915783405304,0.994915783405304,0.01952507069758099,0.0044740346426652665,0.16539384954043174,0.1982675276365407,0.49755694421028696,0.11478257327249426
0,800,3,avg+avghead,0.994915783405304,0.994915783405304,0.995551347732544,0.995551347732544,0.995551347732544,0.9930092096328735,0.9930092096328735,0.9930092096328735,0.01952507069758099,0.0044740346426652665,0.16539384954043174,0.1982675276365407,0.49755694421028696,0.11478257327249426
0,800,3,avg+label,0.994915783405304,0.994915783405304,0.995551347732544,0.995551347732544,0.995551347732544,0.9930092096328735,0.9930092096328735,0.9930092096328735,0.01952507069758099,0.0044740346426652665,0.16539384954043174,0.1982675276365407,0.49755694421028696,0.11478257327249426
0,800,3,single+label,0.994915783405304,0.994915783405304,0.9952335953712463,0.9952335953712463,0.9952335953712463,0.9936447739601135,0.9936447739601135,0.9936447739601135,0.01952507069758099,0.0044740346426652665,0.16539384954043174,0.1982675276365407,0.49755694421028696,0.11478257327249426
0,800,3,sum+label,0.994915783405304,0.994915783405304,0.9939625263214111,0.9939625263214111,0.9939625263214111,0.9920559525489807,0.9920559525489807,0.9920559525489807,0.01952507069758099,0.0044740346426652665,0.16539384954043174,0.1982675276365407,0.49755694421028696,0.11478257327249426
0,3200,0,copyA,0.5201458930969238,0.4753772020339966,0.5201458930969238,0.9968224167823792,0.0,0.9071463942527771,0.9501112103462219,0.8602635264396667,0.03354660872862608,0.09547679394804623,0.10630706029556393,0.36057335940183005,0.2626425575113655,0.1414536201145679
0,3200,0,avg+avghead,0.5201458930969238,0.4753772020339966,0.793400764465332,0.7108357548713684,0.8834951519966125,0.9761233329772949,0.9704480767250061,0.982316255569458,0.03354660872862608,0.09547679394804623,0.10630706029556393,0.36057335940183005,0.2626425575113655,0.1414536201145679
0,3200,0,avg+label,0.5201458930969238,0.4753772020339966,0.8338583707809448,0.8245948553085327,0.8439667224884033,0.9769523739814758,0.9714013338088989,0.9830097556114197,0.03354660872862608,0.09547679394804623,0.10630706029556393,0.36057335940183005,0.2626425575113655,0.1414536201145679
0,3200,0,single+label,0.5201458930969238,0.4753772020339966,0.8487812876701355,0.9329520463943481,0.7569348216056824,0.9786105155944824,0.9841118454933167,0.9726074934005737,0.03354660872862608,0.09547679394804623,0.10630706029556393,0.36057335940183005,0.2626425575113655,0.1414536201145679
0,3200,0,sum+label,0.5201458930969238,0.4753772020339966,0.7557618618011475,0.7953606843948364,0.712552011013031,0.9701541662216187,0.9783921241760254,0.9611650705337524,0.03354660872862608,0.09547679394804623,0.10630706029556393,0.36057335940183005,0.2626425575113655,0.1414536201145679
0,3200,1,copyA,0.6104300618171692,0.5859116911888123,0.6104300618171692,0.9968224167823792,0.3396163880825043,0.9659467339515686,0.9659993648529053,0.9533730149269104,0.018163539852129224,0.07481274372424292,0.10474588565432769,0.4061407054568803,0.2864778994222035,0.10965922589021637
0,3200,1,avg+avghead,0.6104300618171692,0.5859116911888123,0.7524810433387756,0.8357165455818176,0.7503306865692139,0.9885191917419434,0.9857006669044495,0.983796238899231,0.018163539852129224,0.07481274372424292,0.10474588565432769,0.4061407054568803,0.2864778994222035,0.10965922589021637
0,3200,1,avg+label,0.6104300618171692,0.5859116911888123,0.981124758720398,0.9911026358604431,0.9745370149612427,0.9892975687980652,0.9882428050041199,0.9851190447807312,0.018163539852129224,0.07481274372424292,0.10474588565432769,0.4061407054568803,0.2864778994222035,0.10965922589021637
0,3200,1,single+label,0.6104300618171692,0.5859116911888123,0.9782059192657471,0.9907848834991455,0.9699074029922485,0.9889083504676819,0.9901493787765503,0.9828041791915894,0.018163539852129224,0.07481274372424292,0.10474588565432769,0.4061407054568803,0.2864778994222035,0.10965922589021637
0,3200,1,sum+label,0.6104300618171692,0.5859116911888123,0.9400662183761597,0.9799809455871582,0.9050925374031067,0.9912434816360474,0.9895138144493103,0.9877645373344421,0.018163539852129224,0.07481274372424292,0.10474588565432769,0.4061407054568803,0.2864778994222035,0.10965922589021637
