parent_a,parent_b,labels_a,labels_b,a_per_class,b_per_class,a_per_task,b_per_task,pre_joint,pre_per_task,pre_per_class,post_joint,post_per_task,post_task_a,post_task_b,post_per_class,regime,type_A,type_B,type_C,type_E,type_D_plus,type_D_minus,norm_ratio_min,norm_ratio_med,norm_ratio_max,typed_frac_mean,layers_analysed,time_s
09111d7d,1887bcd2,0_7_8,2_7_9,"[0.7740000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4820000231266022, 0.45100003480911255, 0.0]","[0.0, 0.0, 0.8840000629425049, 0.0, 0.0, 0.0, 0.0, 0.3330000042915344, 0.0, 0.5390000343322754]",0.5690000057220459,0.5853333473205566,0.3692,0.43733333333333335,"[0.612, null, 0.9, null, null, null, null, 0.054, 0.429, 0.575]",0.2006,0.7963333333333333,0.742,0.8506666666666667,"[0.671, null, 0.851, null, null, null, null, 0.81, 0.745, 0.891]",average@0.80@label+mut2,0.02472094857131245,0.09176184542505336,0.16878925277972026,0.2566994158143108,0.4145177500319542,0.043510787377648755,0.6179449605208897,0.694364573760993,0.8062347598383578,0.715300261694725,21,102.2
09111d7d,366f9057,0_7_8,3_5_9,"[0.7740000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4820000231266022, 0.45100003480911255, 0.0]","[0.0, 0.0, 0.0, 0.6830000281333923, 0.0, 0.4230000078678131, 0.0, 0.0, 0.0, 0.6110000014305115]",0.5690000057220459,0.5723333358764648,0.244,0.5291666666666667,"[0.609, null, null, 0.812, null, 0.221, null, 0.532, 0.435, 0.566]",0.09766666666666667,0.7803333333333333,0.813,0.7476666666666667,"[0.671, null, null, 0.54, null, 0.763, null, 0.931, 0.837, 0.94]",average@0.80@label+mut2,0.024315381173015314,0.029567070446433627,0.10470166769112761,0.3438348659489635,0.4593244946776393,0.03825652006282058,0.5549956523048196,0.6841754971788251,0.7307853727590087,0.7164535828469145,21,106.3
09111d7d,5ffed8da,0_7_8,6_8_9,"[0.7740000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4820000231266022, 0.45100003480911255, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9120000600814819, 0.0, 0.7490000128746033, 0.6790000200271606]",0.5690000057220459,0.7800000309944153,0.3402,0.6138333333333333,"[0.463, null, null, null, null, null, 0.769, 0.24, 0.74, 0.731]",0.1912,0.8906666666666667,0.8623333333333333,0.919,"[0.73, null, null, null, null, null, 0.97, 0.945, 0.912, 0.875]",average@0.80@label+mut2,0.04235597094798581,0.007398115088928562,0.0804609111499296,0.1374205782186174,0.6584280707447283,0.07393635384981023,0.636296303840547,0.6868735922484945,0.7475033363371172,0.7168729204836326,21,104.4
09111d7d,88ed44d1,0_7_8,3_6_7,"[0.7740000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4820000231266022, 0.45100003480911255, 0.0]","[0.0, 0.0, 0.0, 0.1810000091791153, 0.0, 0.0, 0.9600000381469727, 0.1340000033378601, 0.0, 0.0]",0.5690000057220459,0.42500004172325134,0.2856,0.42466666666666664,"[0.681, null, null, 0.21, null, null, 0.949, 0.123, 0.462, null]",0.1432,0.7838333333333334,0.7863333333333333,0.7813333333333333,"[0.717, null, null, 0.706, null, null, 0.817, 0.821, 0.821, null]",average@0.80@label+mut2,0.05735127047357886,0.024871071433346003,0.1255078659771317,0.17342946044226284,0.5852636500300217,0.033576681643658866,0.6404279788479492,0.7197498669415224,0.7557757801842491,0.7175611155291285,21,83.9
09111d7d,905afff7,0_7_8,3_5_6,"[0.7740000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4820000231266022, 0.45100003480911255, 0.0]","[0.0, 0.0, 0.0, 0.08700000494718552, 0.0, 0.026000000536441803, 0.9790000319480896, 0.0, 0.0, 0.0]",0.5690000057220459,0.36399999260902405,0.32166666666666666,0.43266666666666664,"[0.634, null, null, 0.139, null, 0.006, 0.977, 0.372, 0.468, null]",0.1305,0.7521666666666667,0.8256666666666667,0.6786666666666666,"[0.669, null, null, 0.584, null, 0.612, 0.84, 0.942, 0.866, null]",average@0.80@label+mut2,0.06320144269976885,0.012221788643394942,0.07959673441042495,0.12528059505440664,0.701418080741032,0.018281358450972788,0.6790309965678095,0.7461686264273233,0.7694691122401659,0.7135184273649782,21,76.2
09111d7d,be2e50e9,0_7_8,3_6_7,"[0.7740000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4820000231266022, 0.45100003480911255, 0.0]","[0.0, 0.0, 0.0, 0.26100000739097595, 0.0, 0.0, 0.9020000696182251, 0.34200000762939453, 0.0, 0.0]",0.5690000057220459,0.5016667246818542,0.2744,0.4226666666666667,"[0.645, null, null, 0.363, null, null, 0.857, 0.116, 0.439, null]",0.155,0.7635000000000001,0.7456666666666667,0.7813333333333333,"[0.604, null, null, 0.787, null, null, 0.785, 0.772, 0.861, null]",average@0.80@label+mut2,0.02033933018436182,0.02043148509727421,0.0642219651907188,0.2628525326147972,0.5924705563888607,0.03968413052398732,0.6334467849515591,0.7383780478401686,0.7684817460579342,0.7131901920896672,21,75.7
09111d7d,cb3a86af,0_7_8,1_6_7,"[0.7740000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4820000231266022, 0.45100003480911255, 0.0]","[0.0, 0.5400000214576721, 0.0, 0.0, 0.0, 0.0, 0.9630000591278076, 0.28700000047683716, 0.0, 0.0]",0.5690000057220459,0.5966666340827942,0.3674,0.5976666666666667,"[0.648, 0.504, null, null, null, null, 0.881, 0.518, 0.517, null]",0.2604,0.8791666666666667,0.8273333333333334,0.931,"[0.737, 0.952, null, null, null, null, 0.963, 0.878, 0.867, null]",average@0.80@label+mut2,0.01844160965270994,0.09394072785143301,0.21922277340393478,0.3681175790172121,0.28758259246881507,0.012694717605895122,0.7035367288913126,0.753957950894081,0.8267477261981966,0.7123675794683975,21,75.7
09111d7d,d8bd0bc0,0_7_8,4_5_7,"[0.7740000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4820000231266022, 0.45100003480911255, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.6810000538825989, 0.64000004529953, 0.0, 0.12700000405311584, 0.0, 0.0]",0.5690000057220459,0.4826667010784149,0.3362,0.3958333333333333,"[0.496, null, null, null, 0.582, 0.68, null, 0.024, 0.569, null]",0.0984,0.7315,0.731,0.732,"[0.734, null, null, null, 0.742, 0.829, null, 0.625, 0.834, null]",average@0.80@label+mut2,0.005269417024581676,0.05240471160492071,0.18996408212246013,0.30362043834183505,0.42161319560472943,0.027128155301472896,0.6941293226099833,0.7234269468227069,0.798823658589799,0.7145775959363375,21,75.5
09111d7d,e1762771,0_7_8,1_2_4,"[0.7740000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4820000231266022, 0.45100003480911255, 0.0]","[0.0, 0.5320000052452087, 0.11600000411272049, 0.0, 0.9160000681877136, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5690000057220459,0.5213333964347839,0.3045,0.48750000000000004,"[0.614, 0.37, 0.416, null, 0.619, null, null, 0.375, 0.531, null]",0.23583333333333334,0.8026666666666666,0.8093333333333333,0.796,"[0.638, 0.954, 0.64, null, 0.794, null, null, 0.929, 0.861, null]",average@0.80@label+mut2,0.017744939640365606,0.07133986198633109,0.0554983818458464,0.27808442926001353,0.5547349143767291,0.02259747289071429,0.7085869071584409,0.7428083022779194,0.7942654816632643,0.7180987565336269,21,76.0
1887bcd2,366f9057,2_7_9,3_5_9,"[0.0, 0.0, 0.8840000629425049, 0.0, 0.0, 0.0, 0.0, 0.3330000042915344, 0.0, 0.5390000343322754]","[0.0, 0.0, 0.0, 0.6830000281333923, 0.0, 0.4230000078678131, 0.0, 0.0, 0.0, 0.6110000014305115]",0.5853333473205566,0.5723333358764648,0.2364,0.43933333333333335,"[null, null, 0.808, 0.851, null, 0.191, null, 0.18, null, 0.303]",0.1356,0.8033333333333332,0.8653333333333333,0.7413333333333333,"[null, null, 0.868, 0.661, null, 0.617, null, 0.782, null, 0.946]",average@0.80@label+mut2,0.001803299272599338,0.015649669332109283,0.12617801282245,0.2898857534406906,0.5168361161244174,0.049647149007733614,0.6544421697370795,0.6924763405556816,0.8265196759054343,0.72448384131052,21,75.6
1887bcd2,5ffed8da,2_7_9,6_8_9,"[0.0, 0.0, 0.8840000629425049, 0.0, 0.0, 0.0, 0.0, 0.3330000042915344, 0.0, 0.5390000343322754]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9120000600814819, 0.0, 0.7490000128746033, 0.6790000200271606]",0.5853333473205566,0.7800000309944153,0.4212,0.6548333333333334,"[null, null, 0.857, null, null, null, 0.915, 0.077, 0.734, 0.673]",0.1204,0.8906666666666667,0.8623333333333333,0.919,"[null, null, 0.883, null, null, null, 0.967, 0.813, 0.899, 0.891]",average@0.80@label+mut2,0.026115480068007457,0.011095071988985157,0.11039663217885247,0.20892571576210475,0.5712270079578357,0.07224009204421446,0.7108745090238577,0.7413791085755193,0.8499175614279638,0.7270053112928624,21,75.8
1887bcd2,88ed44d1,2_7_9,3_6_7,"[0.0, 0.0, 0.8840000629425049, 0.0, 0.0, 0.0, 0.0, 0.3330000042915344, 0.0, 0.5390000343322754]","[0.0, 0.0, 0.0, 0.1810000091791153, 0.0, 0.0, 0.9600000381469727, 0.1340000033378601, 0.0, 0.0]",0.5853333473205566,0.42500004172325134,0.2198,0.5343333333333333,"[null, null, 0.939, 0.132, null, null, 0.942, 0.327, null, 0.539]",0.1562,0.8133333333333334,0.8533333333333334,0.7733333333333333,"[null, null, 0.887, 0.697, null, null, 0.851, 0.772, null, 0.901]",average@0.80@label+mut2,0.019110196730914027,0.02111970827531603,0.1398849169846226,0.19768522553116316,0.5813375858097868,0.04086236666819757,0.6898460687209894,0.7361874046723927,0.8998855579476749,0.7230152864931961,21,75.7
1887bcd2,905afff7,2_7_9,3_5_6,"[0.0, 0.0, 0.8840000629425049, 0.0, 0.0, 0.0, 0.0, 0.3330000042915344, 0.0, 0.5390000343322754]","[0.0, 0.0, 0.0, 0.08700000494718552, 0.0, 0.026000000536441803, 0.9790000319480896, 0.0, 0.0, 0.0]",0.5853333473205566,0.36399999260902405,0.2986666666666667,0.4475,"[null, null, 0.907, 0.119, null, 0.02, 0.974, 0.187, null, 0.478]",0.16483333333333333,0.7616666666666667,0.8546666666666667,0.6686666666666666,"[null, null, 0.875, 0.477, null, 0.715, 0.814, 0.769, null, 0.92]",average@0.80@label+mut2,0.03230935744774598,0.04475042381369914,0.09579711556401632,0.13899919635361022,0.6565357230372586,0.031608183783669676,0.7101315382821466,0.7385371171401726,0.9297258053552048,0.7207454141472872,21,76.1
1887bcd2,be2e50e9,2_7_9,3_6_7,"[0.0, 0.0, 0.8840000629425049, 0.0, 0.0, 0.0, 0.0, 0.3330000042915344, 0.0, 0.5390000343322754]","[0.0, 0.0, 0.0, 0.26100000739097595, 0.0, 0.0, 0.9020000696182251, 0.34200000762939453, 0.0, 0.0]",0.5853333473205566,0.5016667246818542,0.249,0.5366666666666666,"[null, null, 0.908, 0.241, null, null, 0.884, 0.371, null, 0.445]",0.1556,0.8191666666666666,0.8553333333333333,0.783,"[null, null, 0.878, 0.762, null, null, 0.824, 0.763, null, 0.925]",average@0.80@label+mut2,0.010569112854647726,0.013501780535367646,0.07559013648931226,0.33996489357992365,0.5225091402291788,0.03786493631156996,0.7068521315493115,0.7472706857011961,0.8072011789394157,0.7178851173989199,21,75.6
