steps,shared,B_digits,A_on_A,B_on_B,A_on_union,B_on_union,E_A,E_B,E_C,E_E,E_D_plus,E_D_minus,recipe,union_head_avg,Aside_head_avg,Bside_head_avg,union_head_label,Aside_head_label,Bside_head_label
3200,1,234,0.9930092096328735,0.9963623881340027,0.6080949902534485,0.5863008499145508,0.010714985861603247,0.045405155124213586,0.08444303169174609,0.5225014677585973,0.1971574882525764,0.13977787131126346,sym_single1_Dp7,0.6250243186950684,0.9659993648529053,0.39814814925193787,0.9136018753051758,0.9945980310440063,0.85615074634552
3200,1,234,0.9930092096328735,0.9963623881340027,0.6080949902534485,0.5863008499145508,0.010714985861603247,0.045405155124213586,0.08444303169174609,0.5225014677585973,0.1971574882525764,0.13977787131126346,sym_Dp0,0.41856393218040466,0.6155068278312683,0.4120370149612427,0.819225549697876,0.9478868842124939,0.7172619104385376
3200,2,123,0.9930092096328735,0.9946490526199341,0.7517440319061279,0.7601635456085205,0.016258309061067018,0.08875468794958304,0.14308918733789647,0.3506924111110449,0.2859972608848677,0.11520814365554073,avg,0.5807072520256042,0.6885923147201538,0.758577287197113,0.965359628200531,0.9965046048164368,0.9559332728385925
3200,2,123,0.9930092096328735,0.9946490526199341,0.7517440319061279,0.7601635456085205,0.016258309061067018,0.08875468794958304,0.14308918733789647,0.3506924111110449,0.2859972608848677,0.11520814365554073,sum,0.5751743912696838,0.6866857409477234,0.7525967955589294,0.9393793344497681,0.994915783405304,0.9231979846954346
3200,2,123,0.9930092096328735,0.9946490526199341,0.7517440319061279,0.7601635456085205,0.016258309061067018,0.08875468794958304,0.14308918733789647,0.3506924111110449,0.2859972608848677,0.11520814365554073,sym_A1,0.5821505784988403,0.6885923147201538,0.7604658603668213,0.9660812616348267,0.9958691000938416,0.9571923017501831
3200,2,123,0.9930092096328735,0.9946490526199341,0.7517440319061279,0.7601635456085205,0.016258309061067018,0.08875468794958304,0.14308918733789647,0.3506924111110449,0.2859972608848677,0.11520814365554073,sym_single1,0.6437334418296814,0.687639057636261,0.8416745066642761,0.9742602705955505,0.9952335953712463,0.9675794839859009
3200,2,123,0.9930092096328735,0.9946490526199341,0.7517440319061279,0.7601635456085205,0.016258309061067018,0.08875468794958304,0.14308918733789647,0.3506924111110449,0.2859972608848677,0.11520814365554073,sym_single1_Dp7,0.6098147630691528,0.687639057636261,0.7976077795028687,0.9595862030982971,0.995551347732544,0.9486937522888184
3200,2,123,0.9930092096328735,0.9946490526199341,0.7517440319061279,0.7601635456085205,0.016258309061067018,0.08875468794958304,0.14308918733789647,0.3506924111110449,0.2859972608848677,0.11520814365554073,sym_Dp0,0.5217704772949219,0.6606292128562927,0.6824047565460205,0.9401010274887085,0.9501112103462219,0.93988037109375
3200,3,012,0.9930092096328735,0.9965046048164368,0.9930092096328735,0.9965046048164368,0.0,0.0002785749015393254,0.000668992829606734,0.3970479284110311,0.44968333360945106,0.15232117024837175,avg,0.9942802786827087,0.9942802786827087,0.9942802786827087,0.9942802786827087,0.9942802786827087,0.9942802786827087
3200,3,012,0.9930092096328735,0.9965046048164368,0.9930092096328735,0.9965046048164368,0.0,0.0002785749015393254,0.000668992829606734,0.3970479284110311,0.44968333360945106,0.15232117024837175,sum,0.994915783405304,0.994915783405304,0.994915783405304,0.994915783405304,0.994915783405304,0.994915783405304
3200,3,012,0.9930092096328735,0.9965046048164368,0.9930092096328735,0.9965046048164368,0.0,0.0002785749015393254,0.000668992829606734,0.3970479284110311,0.44968333360945106,0.15232117024837175,sym_A1,0.9942802786827087,0.9942802786827087,0.9942802786827087,0.9942802786827087,0.9942802786827087,0.9942802786827087
3200,3,012,0.9930092096328735,0.9965046048164368,0.9930092096328735,0.9965046048164368,0.0,0.0002785749015393254,0.000668992829606734,0.3970479284110311,0.44968333360945106,0.15232117024837175,sym_single1,0.9942802786827087,0.9942802786827087,0.9942802786827087,0.9942802786827087,0.9942802786827087,0.9942802786827087
