parent_a,parent_b,layer,norm_ratio,w,A,B,C,E,D_plus,D_minus
09111d7d,366f9057,layer1.1.conv2.weight,0.6070718183127625,0.004757134283584843,0.0,0.06574655253699527,0.23922581653225197,0.4933218093358417,0.17434543208432024,0.027360389510590933
09111d7d,366f9057,layer1.2.conv1.weight,0.5549956523048194,0.004806700838077131,0.08966929819760694,0.1422987702531116,0.5378287180307344,0.10582068063764016,0.0,0.12438253288090692
09111d7d,366f9057,layer1.2.conv2.weight,0.5687021172685243,0.003820937588603493,0.01256871056614603,0.0813710985773708,0.22813291122251525,0.4235262386657765,0.23745402802051652,0.016947012947675043
09111d7d,366f9057,layer2.0.conv1.weight,0.638320401026835,0.00425056136171306,0.012353107830963656,0.03428154923954664,0.14154590284721053,0.4402189714847615,0.22402554849082498,0.1475749201066927
09111d7d,366f9057,layer2.0.conv2.weight,0.6474741265136478,0.008975196482005976,0.008043145810631713,0.034290835375205345,0.15832704662282432,0.4508479015214375,0.16625451205244965,0.1822365586174515
09111d7d,366f9057,layer2.0.shortcut.0.weight,0.6715109428049078,0.004220933745248421,0.0,0.018782104640305736,0.1516857827632112,0.450466856069615,0.33042614400288206,0.048639112523985985
09111d7d,366f9057,layer2.1.conv1.weight,0.6904860609293729,0.007852346919168912,0.0,0.010908230926456139,0.05060035967264871,0.46438090117904063,0.4092241717242429,0.06488633649761175
09111d7d,366f9057,layer2.1.conv2.weight,0.6847749283117753,0.008140179662259033,0.005799718804557817,0.014011016818088638,0.025616739684699994,0.32595693910178225,0.5735676068172287,0.055047978773642654
09111d7d,366f9057,layer2.2.conv1.weight,0.6951390655058698,0.006206561768575364,0.0025277993742398243,0.014537928580069954,0.06009899831656777,0.2952337829620674,0.5288972038902926,0.09870428687676254
09111d7d,366f9057,layer2.2.conv2.weight,0.6962187961956617,0.008863128661007462,0.0,0.038182027201600355,0.18552602944653285,0.3863456330379711,0.3001402383097272,0.08980607200416865
09111d7d,366f9057,layer3.0.conv1.weight,0.7177373178118989,0.014015267974548731,0.014520660420848482,0.024406152781506683,0.04876519196831594,0.39031792825367984,0.46117893313543135,0.060811133440217546
09111d7d,366f9057,layer3.0.conv2.weight,0.7076043302603895,0.044316343889659215,0.010702618158010577,0.03322297512086498,0.1331836983121273,0.5152426089611569,0.301890032133103,0.005758067314737139
09111d7d,366f9057,layer3.0.shortcut.0.weight,0.7055621825830223,0.02578958083437257,0.0,0.05069320807560492,0.12906837919471334,0.35274218901035975,0.44277215184871804,0.02472407187060385
09111d7d,366f9057,layer3.1.conv1.weight,0.6766524741390438,0.03434351768661699,0.01421277968145558,0.09171993202018343,0.06738157150303657,0.25564312201720363,0.5363299567451888,0.03471263803293206
09111d7d,366f9057,layer3.1.conv2.weight,0.6841754971788263,0.0648297984111399,0.0676442612102382,0.0,0.22055608570799412,0.30149040610348554,0.37565718969318235,0.03465205728509977
09111d7d,366f9057,layer3.2.conv1.weight,0.7195878966516356,0.04583927315525472,0.07272371449680241,0.052545456082899546,0.02570363759183888,0.5160894662917238,0.29764768629716243,0.03529003923957308
09111d7d,366f9057,layer3.2.conv2.weight,0.7159069663149011,0.07771189059829192,0.0,0.0,0.0,0.19256790785475986,0.8035228838700591,0.003909208275180929
09111d7d,5ffed8da,conv1.weight,0.7475033363371172,0.0012770247579294747,0.0,0.0,0.0,0.0,0.9975353488064138,0.0024646511935863162
09111d7d,5ffed8da,layer1.0.conv1.weight,0.7157415179979092,0.003994462502104099,0.0,0.012399119936353642,0.03138707025598378,0.4881875613979364,0.44634067870293165,0.02168556970679446
