parent_a,parent_b,labels_a,labels_b,a_per_class,b_per_class,a_per_task,b_per_task,child_joint,child_per_task,child_task_a,child_task_b,child_per_class,regime,preset,eta,head,type_A,type_B,type_C,type_E,type_D_plus,type_D_minus,norm_ratio_min,norm_ratio_med,norm_ratio_max,typed_frac_mean,layers_analysed,merging_fn,population,core,time_s
0557a23d,1cb4346e,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,"[0.8170000314712524, 0.8870000243186951, 0.6700000166893005, 0.5550000071525574, 0.7800000309944153, 0.7520000338554382, 0.8460000157356262, 0.8300000429153442, 0.9000000357627869, 0.906000018119812]","[0.7560000419616699, 0.8680000305175781, 0.5790000557899475, 0.5830000042915344, 0.6770000457763672, 0.6690000295639038, 0.784000039100647, 0.737000048160553, 0.8540000319480896, 0.8450000286102295]",0.7943000197410583,0.735200047492981,0.5668,0.5693,0.5693,0.5693,"[0.818, 0.776, 0.508, 0.504, 0.518, 0.67, 0.343, 0.674, 0.149, 0.733]",average@0.80@label,average,0.8,label,0.0012684712783010304,0.016533620730777063,0.020539240996604632,0.49123682254121376,0.4518811419956657,0.018540702457437823,0.7096063028779639,0.7374880945156285,0.9203444085266042,0.7166449735141949,21,globa_v2,runs_exp2d/seed0/permute/gen_10,runs_ssl/simsiam_e50_seed0/backbone_e9.pth.tar,16.6
0557a23d,46599d7a,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,"[0.8170000314712524, 0.8870000243186951, 0.6700000166893005, 0.5550000071525574, 0.7800000309944153, 0.7520000338554382, 0.8460000157356262, 0.8300000429153442, 0.9000000357627869, 0.906000018119812]","[0.8080000281333923, 0.89000004529953, 0.6520000100135803, 0.5910000205039978, 0.7490000128746033, 0.7250000238418579, 0.8330000638961792, 0.8400000333786011, 0.9010000228881836, 0.8970000147819519]",0.7943000197410583,0.7886000871658325,0.5805,0.5831,0.5831,0.5831,"[0.82, 0.785, 0.589, 0.513, 0.471, 0.674, 0.302, 0.721, 0.218, 0.738]",average@0.80@label,average,0.8,label,0.0005947569126664618,0.013193081176532158,0.016701590024373908,0.48722594983411366,0.462473012829309,0.01981160922300477,0.7097137596360225,0.7367645327275487,0.954376418577007,0.7172871413839395,21,globa_v2,runs_exp2d/seed0/permute/gen_10,runs_ssl/simsiam_e50_seed0/backbone_e9.pth.tar,16.7
0557a23d,6bb13689,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,"[0.8170000314712524, 0.8870000243186951, 0.6700000166893005, 0.5550000071525574, 0.7800000309944153, 0.7520000338554382, 0.8460000157356262, 0.8300000429153442, 0.9000000357627869, 0.906000018119812]","[0.7950000166893005, 0.8990000486373901, 0.6850000619888306, 0.6430000066757202, 0.7890000343322754, 0.7190000414848328, 0.8330000638961792, 0.8250000476837158, 0.9030000567436218, 0.8820000290870667]",0.7943000197410583,0.7973000407218933,0.6468,0.648,0.648,0.648,"[0.747, 0.825, 0.655, 0.614, 0.638, 0.296, 0.589, 0.614, 0.668, 0.834]",average@0.80@label,average,0.8,label,0.002021052765416366,0.02221975039902479,0.025602572813436614,0.48822370343745103,0.44132743352939574,0.020605487055275443,0.7105936463414058,0.7381840079278517,0.940215794329217,0.7168701483323615,21,globa_v2,runs_exp2d/seed0/permute/gen_10,runs_ssl/simsiam_e50_seed0/backbone_e9.pth.tar,16.8
0557a23d,748f5653,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,"[0.8170000314712524, 0.8870000243186951, 0.6700000166893005, 0.5550000071525574, 0.7800000309944153, 0.7520000338554382, 0.8460000157356262, 0.8300000429153442, 0.9000000357627869, 0.906000018119812]","[0.8290000557899475, 0.9010000228881836, 0.6820000410079956, 0.6470000147819519, 0.7520000338554382, 0.7220000624656677, 0.8270000219345093, 0.8160000443458557, 0.8960000276565552, 0.8860000371932983]",0.7943000197410583,0.7958000898361206,0.6387,0.6414,0.6414,0.6414,"[0.756, 0.796, 0.677, 0.619, 0.586, 0.316, 0.592, 0.57, 0.659, 0.843]",average@0.80@label,average,0.8,label,0.0022978217672684586,0.023202251211637295,0.02680448167480921,0.477749016233739,0.44764942290261006,0.02229700620993602,0.7109082294092017,0.7392407119818963,0.940215794329217,0.7167884742210965,21,globa_v2,runs_exp2d/seed0/permute/gen_10,runs_ssl/simsiam_e50_seed0/backbone_e9.pth.tar,16.7
0557a23d,7585e4b6,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,"[0.8170000314712524, 0.8870000243186951, 0.6700000166893005, 0.5550000071525574, 0.7800000309944153, 0.7520000338554382, 0.8460000157356262, 0.8300000429153442, 0.9000000357627869, 0.906000018119812]","[0.7560000419616699, 0.8840000629425049, 0.5840000510215759, 0.597000002861023, 0.6550000309944153, 0.5980000495910645, 0.7930000424385071, 0.784000039100647, 0.8740000128746033, 0.8500000238418579]",0.7943000197410583,0.7375000715255737,0.5547,0.5565,0.5565,0.5565,"[0.816, 0.783, 0.485, 0.595, 0.455, 0.594, 0.307, 0.708, 0.115, 0.707]",average@0.80@label,average,0.8,label,0.0011215712056884075,0.016054411482362235,0.01957189994061191,0.48532517124013824,0.45757200519533464,0.020354940935864596,0.7096803869562743,0.73723918141817,0.9203444085266042,0.716640495563148,21,globa_v2,runs_exp2d/seed0/permute/gen_10,runs_ssl/simsiam_e50_seed0/backbone_e9.pth.tar,16.7
0557a23d,7c8a7d13,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,"[0.8170000314712524, 0.8870000243186951, 0.6700000166893005, 0.5550000071525574, 0.7800000309944153, 0.7520000338554382, 0.8460000157356262, 0.8300000429153442, 0.9000000357627869, 0.906000018119812]","[0.8110000491142273, 0.9010000228881836, 0.6840000152587891, 0.6080000400543213, 0.7830000519752502, 0.7010000348091125, 0.8170000314712524, 0.8340000510215759, 0.9170000553131104, 0.9000000357627869]",0.7943000197410583,0.7956000566482544,0.7995,0.7995,0.7995,0.7995,"[0.818, 0.901, 0.679, 0.582, 0.787, 0.734, 0.841, 0.834, 0.913, 0.906]",average@0.80@label,average,0.8,label,0.00014097469582646,7.496383770003328e-05,0.0,0.00942153276969084,0.9903624874665934,4.1230189139595784e-08,0.9920653318775906,0.9947865715482596,1.0000000000000004,0.719483619268225,21,globa_v2,runs_exp2d/seed0/permute/gen_10,runs_ssl/simsiam_e50_seed0/backbone_e9.pth.tar,16.8
0557a23d,b68a4723,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,"[0.8170000314712524, 0.8870000243186951, 0.6700000166893005, 0.5550000071525574, 0.7800000309944153, 0.7520000338554382, 0.8460000157356262, 0.8300000429153442, 0.9000000357627869, 0.906000018119812]","[0.7770000100135803, 0.8720000386238098, 0.5760000348091125, 0.5660000443458557, 0.6570000052452087, 0.675000011920929, 0.815000057220459, 0.7710000276565552, 0.8440000414848328, 0.843000054359436]",0.7943000197410583,0.7396000027656555,0.5628,0.565,0.565,0.565,"[0.833, 0.777, 0.507, 0.568, 0.496, 0.581, 0.327, 0.688, 0.125, 0.748]",average@0.80@label,average,0.8,label,0.0009333549885561785,0.014547071494634894,0.018650777174466428,0.4863649580355623,0.4596921256142507,0.019811712692529446,0.7096671205553023,0.7365479212448404,0.9203444085266042,0.7166997075284104,21,globa_v2,runs_exp2d/seed0/permute/gen_10,runs_ssl/simsiam_e50_seed0/backbone_e9.pth.tar,16.7
0557a23d,b894f055,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,"[0.8170000314712524, 0.8870000243186951, 0.6700000166893005, 0.5550000071525574, 0.7800000309944153, 0.7520000338554382, 0.8460000157356262, 0.8300000429153442, 0.9000000357627869, 0.906000018119812]","[0.8050000667572021, 0.8960000276565552, 0.6540000438690186, 0.5840000510215759, 0.7520000338554382, 0.7490000128746033, 0.8190000653266907, 0.8030000329017639, 0.8940000534057617, 0.8540000319480896]",0.7943000197410583,0.781000018119812,0.5779,0.5789,0.5789,0.5789,"[0.829, 0.766, 0.526, 0.553, 0.512, 0.675, 0.279, 0.682, 0.245, 0.722]",average@0.80@label,average,0.8,label,0.0006174424142778048,0.01215910529670417,0.01886638820689112,0.48786390650616296,0.46143729279877793,0.019055864777186002,0.7095916687594741,0.7369584688847606,0.954376418577007,0.7172131933258266,21,globa_v2,runs_exp2d/seed0/permute/gen_10,runs_ssl/simsiam_e50_seed0/backbone_e9.pth.tar,16.6
0557a23d,dd858a3f,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,"[0.8170000314712524, 0.8870000243186951, 0.6700000166893005, 0.5550000071525574, 0.7800000309944153, 0.7520000338554382, 0.8460000157356262, 0.8300000429153442, 0.9000000357627869, 0.906000018119812]","[0.7550000548362732, 0.8750000596046448, 0.593000054359436, 0.609000027179718, 0.6460000276565552, 0.6070000529289246, 0.8080000281333923, 0.7850000262260437, 0.8760000467300415, 0.8240000605583191]",0.7943000197410583,0.7378000020980835,0.5599,0.5626,0.5626,0.5626,"[0.816, 0.789, 0.501, 0.604, 0.47, 0.571, 0.328, 0.69, 0.141, 0.716]",average@0.80@label,average,0.8,label,0.0014800225292572278,0.014419792866741542,0.018753401499755983,0.49014940662429074,0.4556492676658728,0.019548108814081613,0.7098620273445456,0.7369227122761643,0.9203444085266042,0.7166331019153441,21,globa_v2,runs_exp2d/seed0/permute/gen_10,runs_ssl/simsiam_e50_seed0/backbone_e9.pth.tar,16.7
1cb4346e,46599d7a,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,"[0.7560000419616699, 0.8680000305175781, 0.5790000557899475, 0.5830000042915344, 0.6770000457763672, 0.6690000295639038, 0.784000039100647, 0.737000048160553, 0.8540000319480896, 0.8450000286102295]","[0.8080000281333923, 0.89000004529953, 0.6520000100135803, 0.5910000205039978, 0.7490000128746033, 0.7250000238418579, 0.8330000638961792, 0.8400000333786011, 0.9010000228881836, 0.8970000147819519]",0.735200047492981,0.7886000871658325,0.7727,0.7732,0.7732,0.7732,"[0.8, 0.9, 0.615, 0.59, 0.741, 0.719, 0.798, 0.792, 0.889, 0.888]",average@0.80@label,average,0.8,label,0.0005030771509829219,0.00011416281118165899,0.00014750216596991805,0.020039806181447472,0.9791934773782458,1.9743121719789377e-06,0.9396995642589749,0.9700459303892384,0.9814100180811207,0.7187374978699248,21,globa_v2,runs_exp2d/seed0/permute/gen_10,runs_ssl/simsiam_e50_seed0/backbone_e9.pth.tar,16.9
