parent_a,parent_b,labels_a,labels_b,a_per_class,b_per_class,a_per_task,b_per_task,child_joint,child_per_task,child_task_a,child_task_b,child_per_class,merging_fn,population,time_s
88ed44d1,905afff7,3_6_7,3_5_6,"[0.0, 0.0, 0.0, 0.1810000091791153, 0.0, 0.0, 0.9600000381469727, 0.1340000033378601, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.08700000494718552, 0.0, 0.026000000536441803, 0.9790000319480896, 0.0, 0.0, 0.0]",0.42500004172325134,0.36399999260902405,0.303,0.38683333333333336,0.404,0.36966666666666664,"[null, null, null, 0.107, null, 0.024, 0.978, 0.127, null, null]",match_tensors_permute,runs_exp2d/seed0/population,68.9
88ed44d1,be2e50e9,3_6_7,3_6_7,"[0.0, 0.0, 0.0, 0.1810000091791153, 0.0, 0.0, 0.9600000381469727, 0.1340000033378601, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.26100000739097595, 0.0, 0.0, 0.9020000696182251, 0.34200000762939453, 0.0, 0.0]",0.42500004172325134,0.5016667246818542,0.4676666666666667,0.5073333333333333,0.5073333333333333,0.5073333333333333,"[null, null, null, 0.256, null, null, 0.903, 0.363, null, null]",match_tensors_permute,runs_exp2d/seed0/population,68.7
88ed44d1,cb3a86af,3_6_7,1_6_7,"[0.0, 0.0, 0.0, 0.1810000091791153, 0.0, 0.0, 0.9600000381469727, 0.1340000033378601, 0.0, 0.0]","[0.0, 0.5400000214576721, 0.0, 0.0, 0.0, 0.0, 0.9630000591278076, 0.28700000047683716, 0.0, 0.0]",0.42500004172325134,0.5966666340827942,0.4255,0.5246666666666666,0.472,0.5773333333333334,"[null, 0.492, null, 0.176, null, null, 0.966, 0.274, null, null]",match_tensors_permute,runs_exp2d/seed0/population,68.7
88ed44d1,d8bd0bc0,3_6_7,4_5_7,"[0.0, 0.0, 0.0, 0.1810000091791153, 0.0, 0.0, 0.9600000381469727, 0.1340000033378601, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.6810000538825989, 0.64000004529953, 0.0, 0.12700000405311584, 0.0, 0.0]",0.42500004172325134,0.4826667010784149,0.294,0.444,0.41733333333333333,0.4706666666666667,"[null, null, null, 0.15, 0.669, 0.61, 0.969, 0.133, null, null]",match_tensors_permute,runs_exp2d/seed0/population,69.1
88ed44d1,e1762771,3_6_7,1_2_4,"[0.0, 0.0, 0.0, 0.1810000091791153, 0.0, 0.0, 0.9600000381469727, 0.1340000033378601, 0.0, 0.0]","[0.0, 0.5320000052452087, 0.11600000411272049, 0.0, 0.9160000681877136, 0.0, 0.0, 0.0, 0.0, 0.0]",0.42500004172325134,0.5213333964347839,0.2841666666666667,0.467,0.41933333333333334,0.5146666666666667,"[null, 0.507, 0.123, 0.153, 0.914, null, 0.965, 0.14, null, null]",match_tensors_permute,runs_exp2d/seed0/population,69.4
905afff7,be2e50e9,3_5_6,3_6_7,"[0.0, 0.0, 0.0, 0.08700000494718552, 0.0, 0.026000000536441803, 0.9790000319480896, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.26100000739097595, 0.0, 0.0, 0.9020000696182251, 0.34200000762939453, 0.0, 0.0]",0.36399999260902405,0.5016667246818542,0.3365,0.4451666666666667,0.38866666666666666,0.5016666666666667,"[null, null, null, 0.237, null, 0.017, 0.912, 0.356, null, null]",match_tensors_permute,runs_exp2d/seed0/population,68.7
905afff7,cb3a86af,3_5_6,1_6_7,"[0.0, 0.0, 0.0, 0.08700000494718552, 0.0, 0.026000000536441803, 0.9790000319480896, 0.0, 0.0, 0.0]","[0.0, 0.5400000214576721, 0.0, 0.0, 0.0, 0.0, 0.9630000591278076, 0.28700000047683716, 0.0, 0.0]",0.36399999260902405,0.5966666340827942,0.3358,0.4688333333333333,0.35933333333333334,0.5783333333333334,"[null, 0.498, null, 0.092, null, 0.019, 0.967, 0.27, null, null]",match_tensors_permute,runs_exp2d/seed0/population,69.2
905afff7,d8bd0bc0,3_5_6,4_5_7,"[0.0, 0.0, 0.0, 0.08700000494718552, 0.0, 0.026000000536441803, 0.9790000319480896, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.6810000538825989, 0.64000004529953, 0.0, 0.12700000405311584, 0.0, 0.0]",0.36399999260902405,0.4826667010784149,0.291,0.5125,0.5546666666666666,0.4703333333333333,"[null, null, null, 0.071, 0.675, 0.609, 0.984, 0.127, null, null]",match_tensors_permute,runs_exp2d/seed0/population,69.2
905afff7,e1762771,3_5_6,1_2_4,"[0.0, 0.0, 0.0, 0.08700000494718552, 0.0, 0.026000000536441803, 0.9790000319480896, 0.0, 0.0, 0.0]","[0.0, 0.5320000052452087, 0.11600000411272049, 0.0, 0.9160000681877136, 0.0, 0.0, 0.0, 0.0, 0.0]",0.36399999260902405,0.5213333964347839,0.2848333333333333,0.4376666666666667,0.3606666666666667,0.5146666666666667,"[null, 0.509, 0.12, 0.088, 0.915, 0.012, 0.982, null, null, null]",match_tensors_permute,runs_exp2d/seed0/population,69.5
be2e50e9,cb3a86af,3_6_7,1_6_7,"[0.0, 0.0, 0.0, 0.26100000739097595, 0.0, 0.0, 0.9020000696182251, 0.34200000762939453, 0.0, 0.0]","[0.0, 0.5400000214576721, 0.0, 0.0, 0.0, 0.0, 0.9630000591278076, 0.28700000047683716, 0.0, 0.0]",0.5016667246818542,0.5966666340827942,0.414,0.5338333333333333,0.49266666666666664,0.575,"[null, 0.495, null, 0.248, null, null, 0.96, 0.27, null, null]",match_tensors_permute,runs_exp2d/seed0/population,68.8
be2e50e9,d8bd0bc0,3_6_7,4_5_7,"[0.0, 0.0, 0.0, 0.26100000739097595, 0.0, 0.0, 0.9020000696182251, 0.34200000762939453, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.6810000538825989, 0.64000004529953, 0.0, 0.12700000405311584, 0.0, 0.0]",0.5016667246818542,0.4826667010784149,0.3424,0.44516666666666665,0.423,0.4673333333333333,"[null, null, null, 0.215, 0.658, 0.611, 0.921, 0.133, null, null]",match_tensors_permute,runs_exp2d/seed0/population,69.2
be2e50e9,e1762771,3_6_7,1_2_4,"[0.0, 0.0, 0.0, 0.26100000739097595, 0.0, 0.0, 0.9020000696182251, 0.34200000762939453, 0.0, 0.0]","[0.0, 0.5320000052452087, 0.11600000411272049, 0.0, 0.9160000681877136, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5016667246818542,0.5213333964347839,0.30816666666666664,0.509,0.5003333333333333,0.5176666666666667,"[null, 0.51, 0.129, 0.233, 0.914, null, 0.912, 0.356, null, null]",match_tensors_permute,runs_exp2d/seed0/population,69.5
cb3a86af,d8bd0bc0,1_6_7,4_5_7,"[0.0, 0.5400000214576721, 0.0, 0.0, 0.0, 0.0, 0.9630000591278076, 0.28700000047683716, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.6810000538825989, 0.64000004529953, 0.0, 0.12700000405311584, 0.0, 0.0]",0.5966666340827942,0.4826667010784149,0.3566,0.5073333333333334,0.541,0.4736666666666667,"[null, 0.52, null, null, 0.684, 0.604, 0.97, 0.133, null, null]",match_tensors_permute,runs_exp2d/seed0/population,69.2
