Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.4904),tensor(0.4904),0_7_6_5_9_7,[tensor(0.2310), 0.0, 0.0, 0.0, 0.0, tensor(0.3860), tensor(0.8660), tensor(0.6700), 0.0, tensor(0.2990)],21,0.0001,0.075
tensor(0.2146),tensor(0.2146),1_4_5_2_5_6,[0.0, tensor(0.3400), tensor(0.0700), 0.0, tensor(0.2160), tensor(0.3310), tensor(0.1160), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1448),tensor(0.1448),2_5_6_1_4_5,[0.0, tensor(0.2940), tensor(0.0360), 0.0, tensor(0.0120), tensor(0.3820), tensor(0.), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1480),tensor(0.1480),3_5_1_5_8_7,[0.0, tensor(0.0390), 0.0, tensor(0.2110), 0.0, tensor(0.0550), 0.0, tensor(0.3260), tensor(0.1090), 0.0],21,0.0001,0.075
tensor(0.6727),tensor(0.6727),3_5_4,[0.0, 0.0, 0.0, tensor(0.6300), tensor(0.6560), tensor(0.7320), 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1774),tensor(0.1774),5_4_3_6_5_7,[0.0, 0.0, 0.0, tensor(0.2410), tensor(0.3680), tensor(0.1760), tensor(0.0770), tensor(0.0250), 0.0, 0.0],21,0.0001,0.075
tensor(0.2930),tensor(0.2930),5_8_7_3_5_1,[0.0, tensor(0.4980), 0.0, tensor(0.3040), 0.0, tensor(0.1340), 0.0, tensor(0.4800), tensor(0.0490), 0.0],21,0.0001,0.075
tensor(0.4414),tensor(0.4414),5_9_7_0_7_6,[tensor(0.3800), 0.0, 0.0, 0.0, 0.0, tensor(0.3050), tensor(0.8170), tensor(0.4590), 0.0, tensor(0.2460)],21,0.0001,0.075
tensor(0.7143),tensor(0.7143),6_4_2,[0.0, 0.0, tensor(0.6010), 0.0, tensor(0.7120), 0.0, tensor(0.8300), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.3274),tensor(0.3274),6_5_7_5_4_3,[0.0, 0.0, 0.0, tensor(0.1850), tensor(0.4040), tensor(0.5810), tensor(0.4120), tensor(0.0550), 0.0, 0.0],21,0.0001,0.075
0.1992857142857143,0.3218333333333333,[0.281   nan   nan 0.424 0.492 0.303 0.062 0.298   nan 0.182],0.23733333333333334,0.4063333333333333,0_7_6_5_9_7,3_5_4,0.0013701915740966797,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.1992857142857143,0.32108333333333333,[0.279   nan   nan 0.42  0.495 0.3   0.062 0.3     nan 0.182],0.23716666666666666,0.405,0_7_6_5_9_7,3_5_4,0.0012469291687011719,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.22766666666666666,0.32875,[  nan   nan 0.538 0.127 0.634 0.181 0.099 0.181   nan   nan],0.4236666666666667,0.23383333333333334,6_4_2,6_5_7_5_4_3,0.0012364387512207031,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.228,0.3285,[  nan   nan 0.539 0.126 0.635 0.179 0.098 0.181   nan   nan],0.424,0.233,6_4_2,6_5_7_5_4_3,0.0031156539916992188,match_tensors_identity,resnet20x4,21,0.0001,0.075
0.4014,0.418,[  nan 0.86  0.246   nan 0.238 0.5   0.164   nan   nan   nan],0.418,1_4_5_2_5_6,0.0,None,resnet20x4,21,0.0001,0.075
0.3378,0.3945,[  nan 0.781 0.116   nan 0.056 0.675 0.064   nan   nan   nan],0.3945,2_5_6_1_4_5,0.0,None,resnet20x4,21,0.0001,0.075
0.25,0.22,[  nan 0.074   nan 0.235   nan 0.059   nan 0.57  0.323   nan],0.22,3_5_1_5_8_7,0.0,None,resnet20x4,21,0.0001,0.075
0.327,0.32016666666666665,[  nan   nan   nan 0.467 0.461 0.292 0.191 0.218   nan   nan],0.32016666666666665,5_4_3_6_5_7,0.0,None,resnet20x4,21,0.0001,0.075
0.4584,0.4023333333333333,[  nan 0.748   nan 0.343   nan 0.132   nan 0.64  0.419   nan],0.4023333333333333,5_8_7_3_5_1,0.0,None,resnet20x4,21,0.0001,0.075
0.5192,0.5266666666666666,[0.463   nan   nan   nan   nan 0.533 0.915 0.495   nan 0.259],0.5266666666666666,5_9_7_0_7_6,0.0,None,resnet20x4,21,0.0001,0.075
