Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.0262),tensor(0.0262),0_7_6_5_9_7_6_5_7_5_4_3_2_5_6_1_4_5_6_4_2_6_5_7_5_4_3_0_7_6_5_9_7,[tensor(0.0004), tensor(0.8630), tensor(0.0003), tensor(0.0003), tensor(1.1750e-11), tensor(3.1042e-28), tensor(1.1163e-19), tensor(1.0391e-19), 0.0, tensor(0.0004)],21,0.0001,0.075
tensor(0.0591),tensor(0.0591),1_4_5_2_5_6_5_4_3_6_5_7_5_9_7_0_7_6_5_4_3_6_5_7_1_4_5_2_5_6_5_8_7_3_5_1_3_5_4,[tensor(0.6850), tensor(1.0267e-07), tensor(0.0003), tensor(8.6719e-12), tensor(1.3088e-15), tensor(1.4013e-45), tensor(1.2112e-15), tensor(1.1824e-15), tensor(0.8230), tensor(0.7980)],21,0.0001,0.075
tensor(0.0264),tensor(0.0264),2_5_6_1_4_5_6_4_2_6_5_7_5_4_3_0_7_6_5_9_7_0_7_6_5_9_7_6_5_7_5_4_3,[tensor(0.0004), tensor(0.8690), tensor(0.0003), tensor(0.0003), tensor(1.1891e-11), tensor(3.2997e-28), tensor(1.1291e-19), tensor(1.0738e-19), 0.0, tensor(0.0004)],21,0.0001,0.075
tensor(0.0666),tensor(0.0666),3_5_1_5_8_7_3_5_4_5_8_7_3_5_1_5_9_7_0_7_6_1_4_5_2_5_6_5_4_3_6_5_7,[tensor(0.7330), tensor(1.0044e-07), tensor(0.5820), tensor(1.1078e-11), tensor(7.8222e-08), tensor(7.8800e-37), tensor(9.4556e-08), tensor(1.2592e-15), tensor(0.0004), tensor(0.8820)],21,0.0001,0.075
tensor(0.0523),tensor(0.0523),3_5_4_5_8_7_3_5_1_3_5_1_5_8_7,[0.0, tensor(0.0005), 0.0, tensor(7.7333e-08), tensor(0.7820), tensor(1.3008e-15), 0.0, tensor(0.0004), tensor(0.0004), 0.0],21,0.0001,0.075
tensor(0.0598),tensor(0.0598),5_4_3_6_5_7_1_4_5_2_5_6_5_8_7_3_5_1_3_5_4_1_4_5_2_5_6_5_4_3_6_5_7_5_9_7_0_7_6,[tensor(0.6830), tensor(1.0189e-07), tensor(0.0003), tensor(9.3438e-12), tensor(1.2816e-15), tensor(1.4013e-45), tensor(1.2224e-15), tensor(1.1584e-15), tensor(0.8210), tensor(0.8270)],21,0.0001,0.075
tensor(0.0558),tensor(0.0558),5_8_7_3_5_1_3_5_4_5_4_3_6_5_7_1_4_5_2_5_6_6_5_7_5_4_3_0_7_6_5_9_7_2_5_6_1_4_5_6_4_2,[tensor(0.6870), tensor(1.0122e-07), tensor(6.9556e-08), tensor(8.9844e-12), tensor(1.0237e-19), tensor(1.4013e-45), tensor(9.0792e-20), tensor(1.2000e-15), tensor(0.8190), tensor(0.8380)],21,0.0001,0.075
tensor(0.0681),tensor(0.0681),5_9_7_0_7_6_1_4_5_2_5_6_5_4_3_6_5_7_3_5_1_5_8_7_3_5_4_5_8_7_3_5_1,[tensor(0.7390), tensor(1.0178e-07), tensor(0.6200), tensor(1.1250e-11), tensor(7.3667e-08), tensor(8.0200e-37), tensor(8.9000e-08), tensor(1.2304e-15), tensor(0.0004), tensor(0.8870)],21,0.0001,0.075
tensor(0.1012),tensor(0.1012),6_4_2_2_5_6_1_4_5,[0.0, tensor(0.9080), tensor(0.0003), 0.0, tensor(0.0004), tensor(0.0004), tensor(0.0004), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.0556),tensor(0.0556),6_5_7_5_4_3_0_7_6_5_9_7_2_5_6_1_4_5_6_4_2_5_8_7_3_5_1_3_5_4_5_4_3_6_5_7_1_4_5_2_5_6,[tensor(0.6940), tensor(1.0278e-07), tensor(6.9333e-08), tensor(9.2813e-12), tensor(1.0494e-19), tensor(1.4013e-45), tensor(9.2721e-20), tensor(1.2048e-15), tensor(0.8250), tensor(0.8160)],21,0.0001,0.075
0.6462,0.596090909090909,0.5876060606060606,0.6045757575757575,2_5_6_1_4_5_6_4_2_6_5_7_5_4_3_0_7_6_5_9_7_0_7_6_5_9_7_6_5_7_5_4_3,3_5_1_5_8_7_3_5_4_5_8_7_3_5_1_5_9_7_0_7_6_1_4_5_2_5_6_5_4_3_6_5_7,0.004348039627075195,match_tensors_permute,resnet20x4,21,0.0001,0.075
