Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.3698),tensor(0.5283),3_4_5_6_7_8_9,[0.0, 0.0, 0.0, tensor(0.3890), tensor(0.4030), tensor(0.4050), tensor(0.8100), tensor(0.6160), tensor(0.6420), tensor(0.4330)],21,0.0001,0.075
tensor(0.3967),tensor(0.5667),0_1_2_3_4_6_7,[tensor(0.5470), tensor(0.4530), tensor(0.3560), tensor(0.5120), tensor(0.7270), 0.0, tensor(0.5490), tensor(0.8230), 0.0, 0.0],21,0.0001,0.075
tensor(0.3660),tensor(0.5229),3_4_5_6_7_8_9,[0.0, 0.0, 0.0, tensor(0.3830), tensor(0.3760), tensor(0.4250), tensor(0.7650), tensor(0.6420), tensor(0.6530), tensor(0.4160)],21,0.0001,0.075
tensor(0.3931),tensor(0.5616),1_2_3_4_5_6_7,[0.0, tensor(0.4800), tensor(0.3250), tensor(0.5510), tensor(0.7780), tensor(0.4340), tensor(0.5240), tensor(0.8390), 0.0, 0.0],21,0.0001,0.075
tensor(0.4363),tensor(0.4848),1_2_3_4_5_6_7_8_9,[0.0, tensor(0.3060), tensor(0.3410), tensor(0.5720), tensor(0.4160), tensor(0.4600), tensor(0.8190), tensor(0.7250), tensor(0.3000), tensor(0.4240)],21,0.0001,0.075
tensor(0.3988),tensor(0.5697),0_1_2_3_4_6_7,[tensor(0.5650), tensor(0.4550), tensor(0.3670), tensor(0.5410), tensor(0.7280), 0.0, tensor(0.5250), tensor(0.8070), 0.0, 0.0],21,0.0001,0.075
tensor(0.3536),tensor(0.5051),1_2_3_4_5_6_7,[0.0, tensor(0.2870), tensor(0.5360), tensor(0.6460), tensor(0.2240), tensor(0.3900), tensor(0.7650), tensor(0.6880), 0.0, 0.0],21,0.0001,0.075
tensor(0.4196),tensor(0.4662),1_2_3_4_5_6_7_8_9,[0.0, tensor(0.2850), tensor(0.3920), tensor(0.5010), tensor(0.4100), tensor(0.5160), tensor(0.8260), tensor(0.5940), tensor(0.2150), tensor(0.4570)],21,0.0001,0.075
tensor(0.3846),tensor(0.5494),1_2_3_4_5_6_7,[0.0, tensor(0.4330), tensor(0.3130), tensor(0.5460), tensor(0.7770), tensor(0.4410), tensor(0.5130), tensor(0.8230), 0.0, 0.0],21,0.0001,0.075
tensor(0.3441),tensor(0.4916),1_2_3_4_5_6_7,[0.0, tensor(0.3030), tensor(0.5600), tensor(0.5900), tensor(0.2400), tensor(0.4230), tensor(0.7200), tensor(0.6050), 0.0, 0.0],21,0.0001,0.075
0.417,0.47404166666666664,[  nan 0.561 0.28  0.37  0.486 0.289 0.526 0.639 0.782 0.321],0.5065,0.4415833333333333,3_4_5_6_7_8_9,1_2_3_4_5_6_7,3.4274778366088867,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.41988888888888887,0.47443749999999996,[  nan 0.578 0.28  0.367 0.48  0.296 0.53  0.636 0.785 0.325],0.506875,0.442,3_4_5_6_7_8_9,1_2_3_4_5_6_7,0.6151244640350342,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.3225,0.3289292929292929,[0.319 0.192 0.231 0.341 0.273 0.147 0.517 0.688 0.115 0.199],0.3362222222222222,0.3216363636363636,0_1_2_3_4_6_7,1_2_3_4_5_6_7_8_9,0.42986130714416504,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.3332,0.3462929292929293,[0.323 0.222 0.225 0.393 0.327 0.145 0.543 0.669 0.118 0.189],0.3612222222222222,0.33136363636363636,0_1_2_3_4_6_7,1_2_3_4_5_6_7_8_9,0.44457578659057617,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.42544444444444446,0.476,[  nan 0.596 0.288 0.365 0.493 0.269 0.538 0.629 0.769 0.354],0.50575,0.44625,3_4_5_6_7_8_9,1_2_3_4_5_6_7,0.3897440433502197,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.424,0.4776458333333333,[  nan 0.604 0.288 0.363 0.501 0.266 0.541 0.63  0.769 0.351],0.506375,0.4489166666666667,3_4_5_6_7_8_9,1_2_3_4_5_6_7,0.41474413871765137,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4712222222222222,0.5442045454545454,[  nan 0.568 0.552 0.625 0.231 0.372 0.756 0.717 0.38  0.374],0.5149090909090909,0.5735,1_2_3_4_5_6_7_8_9,1_2_3_4_5_6_7,0.37903499603271484,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4707777777777778,0.5442462121212122,[  nan 0.569 0.552 0.625 0.23  0.371 0.757 0.717 0.381 0.374],0.5149090909090909,0.5735833333333333,1_2_3_4_5_6_7_8_9,1_2_3_4_5_6_7,0.3902153968811035,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.6221428571428571,0.6353333333333333,[0.634 0.581 0.41  0.674 0.728   nan 0.528 0.854   nan   nan],0.6353333333333333,0_1_2_3_4_6_7,0.0,None,resnet20x4,21,0.0001,0.075
0.5361428571428571,0.5736666666666667,[  nan 0.539 0.638 0.597 0.242 0.427 0.724 0.607   nan   nan],0.5736666666666667,1_2_3_4_5_6_7,0.0,None,resnet20x4,21,0.0001,0.075
