Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.5345),tensor(0.5345),0_1_2_3_4_5_6_7_8_9,[tensor(0.4920), tensor(0.6990), tensor(0.4550), tensor(0.4200), tensor(0.3880), tensor(0.4500), tensor(0.5320), tensor(0.5770), tensor(0.6650), tensor(0.6670)],21,0.0001,0.075
tensor(0.5232),tensor(0.5232),0_1_2_3_4_5_6_7_8_9,[tensor(0.5720), tensor(0.6520), tensor(0.4630), tensor(0.4130), tensor(0.3480), tensor(0.4030), tensor(0.5000), tensor(0.5350), tensor(0.6550), tensor(0.6910)],21,0.0001,0.075
tensor(0.5366),tensor(0.5366),0_1_2_3_4_5_6_7_8_9,[tensor(0.5870), tensor(0.6710), tensor(0.4310), tensor(0.4190), tensor(0.3910), tensor(0.4220), tensor(0.5360), tensor(0.5910), tensor(0.6520), tensor(0.6660)],21,0.0001,0.075
tensor(0.5275),tensor(0.5275),0_1_2_3_4_5_6_7_8_9,[tensor(0.5680), tensor(0.6740), tensor(0.4570), tensor(0.3730), tensor(0.4040), tensor(0.4470), tensor(0.4670), tensor(0.5240), tensor(0.6750), tensor(0.6860)],21,0.0001,0.075
0.4649,0.4645,[0.574 0.588 0.384 0.413 0.265 0.377 0.315 0.48  0.599 0.65 ],0.4645,0.4645,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,0.5026054382324219,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4652,0.4642,[0.574 0.586 0.381 0.416 0.266 0.375 0.314 0.479 0.598 0.653],0.4642,0.4642,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,0.4434092044830322,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.429,0.4308,[0.439 0.612 0.443 0.278 0.311 0.395 0.329 0.404 0.574 0.523],0.4308,0.4308,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,0.4621570110321045,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4293,0.4306,[0.44  0.611 0.443 0.279 0.312 0.394 0.329 0.404 0.575 0.519],0.4306,0.4306,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,0.4424419403076172,match_tensors_zipit,resnet20x4,21,0.0001,0.075
