Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.9653),tensor(0.9653),0_7_6,[tensor(0.9640), 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9730), tensor(0.9590), 0.0, 0.0],21,0.0001,0.075
tensor(0.9567),tensor(0.9567),1_4_5,[0.0, tensor(0.9910), 0.0, 0.0, tensor(0.9360), tensor(0.9430), 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.9073),tensor(0.9073),2_5_6,[0.0, 0.0, tensor(0.8170), 0.0, 0.0, tensor(0.9420), tensor(0.9630), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.8983),tensor(0.8983),3_5_1,[0.0, tensor(0.9860), 0.0, tensor(0.7830), 0.0, tensor(0.9260), 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.8673),tensor(0.8673),3_5_4,[0.0, 0.0, 0.0, tensor(0.7480), tensor(0.9110), tensor(0.9430), 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.8707),tensor(0.8707),5_4_3,[0.0, 0.0, 0.0, tensor(0.7650), tensor(0.9150), tensor(0.9320), 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.9653),tensor(0.9653),6_0_7,[tensor(0.9640), 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9730), tensor(0.9590), 0.0, 0.0],21,0.0001,0.075
tensor(0.9113),tensor(0.9113),6_4_2,[0.0, 0.0, tensor(0.9150), 0.0, tensor(0.8970), 0.0, tensor(0.9220), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.9377),tensor(0.9377),6_5_7,[0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9440), tensor(0.9650), tensor(0.9040), 0.0, 0.0],21,0.0001,0.075
tensor(0.9670),tensor(0.9670),8_9,[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9750), tensor(0.9590)],21,0.0001,0.075
0.5376666666666666,0.8406666666666667,[0.824 0.898   nan   nan 0.691 0.861 0.918 0.852   nan   nan],0.8166666666666667,0.8646666666666667,1_4_5,6_0_7,0.4903557300567627,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.5446666666666666,0.8393333333333333,[0.845 0.931   nan   nan 0.654 0.849 0.922 0.835   nan   nan],0.8113333333333334,0.8673333333333333,1_4_5,6_0_7,0.41383838653564453,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.5488,0.8023333333333333,[  nan   nan 0.761   nan 0.713 0.814 0.921 0.684   nan   nan],0.7983333333333333,0.8063333333333333,6_4_2,6_5_7,0.4095461368560791,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.5514,0.807,[  nan   nan 0.766   nan 0.716 0.817 0.927 0.689   nan   nan],0.803,0.811,6_4_2,6_5_7,0.4807918071746826,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.5206,0.8233333333333333,[0.819   nan   nan   nan   nan   nan 0.874 0.799 0.822 0.81 ],0.8306666666666667,0.816,0_7_6,8_9,0.4285879135131836,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.5412,0.8514166666666667,[0.839   nan   nan   nan   nan   nan 0.893 0.798 0.892 0.827],0.8433333333333334,0.8595,0_7_6,8_9,0.3852710723876953,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.69225,0.7671666666666667,[  nan 0.932   nan 0.532 0.785 0.911   nan   nan   nan   nan],0.7916666666666666,0.7426666666666667,3_5_1,3_5_4,0.4010164737701416,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.68675,0.7589999999999999,[  nan 0.927   nan 0.522 0.767 0.908   nan   nan   nan   nan],0.7856666666666666,0.7323333333333333,3_5_1,3_5_4,0.40364575386047363,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4906,0.692,[  nan   nan 0.608 0.572 0.799 0.77  0.633   nan   nan   nan],0.6703333333333333,0.7136666666666667,2_5_6,5_4_3,0.43521642684936523,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4966,0.6975,[  nan   nan 0.612 0.567 0.805 0.776 0.649   nan   nan   nan],0.679,0.716,2_5_6,5_4_3,0.5997705459594727,match_tensors_zipit,resnet20x4,21,0.0001,0.075
