Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.2449),tensor(0.2449),0_7_6_5_9_7_6_5_7_5_4_3,[tensor(0.8240), 0.0, 0.0, tensor(0.5430), tensor(0.7420), tensor(7.7000e-08), tensor(0.0004), tensor(8.9222e-08), 0.0, tensor(0.8290)],21,0.0001,0.075
tensor(0.1787),tensor(0.1787),1_4_5_2_5_6_5_4_3_6_5_7_5_9_7_0_7_6,[tensor(0.4700), tensor(0.9110), tensor(0.6470), tensor(0.4650), tensor(0.0004), tensor(1.2128e-15), tensor(5.0222e-08), tensor(6.2444e-08), 0.0, tensor(0.7230)],21,0.0001,0.075
tensor(0.1246),tensor(0.1246),2_5_6_1_4_5_6_4_2_6_5_7_5_4_3_0_7_6_5_9_7,[tensor(0.5050), tensor(0.8790), tensor(0.0002), tensor(0.5070), tensor(8.8556e-08), tensor(1.0944e-15), tensor(7.6250e-12), tensor(6.6667e-08), 0.0, tensor(0.7250)],21,0.0001,0.075
tensor(0.0458),tensor(0.0458),3_5_1_5_8_7_3_5_4_5_8_7_3_5_1,[0.0, tensor(0.0005), 0.0, tensor(7.7444e-08), tensor(0.6850), tensor(1.2688e-15), 0.0, tensor(0.0004), tensor(0.0004), 0.0],21,0.0001,0.075
tensor(0.0448),tensor(0.0448),3_5_4_5_8_7_3_5_1_3_5_1_5_8_7,[0.0, tensor(0.0005), 0.0, tensor(7.9889e-08), tensor(0.6690), tensor(1.2928e-15), 0.0, tensor(0.0003), tensor(0.0004), 0.0],21,0.0001,0.075
tensor(0.0663),tensor(0.0663),5_4_3_6_5_7_1_4_5_2_5_6_5_8_7_3_5_1_3_5_4,[0.0, tensor(0.0004), tensor(0.6360), tensor(5.7000e-08), tensor(8.5889e-08), tensor(6.2729e-24), tensor(0.0003), tensor(0.0003), tensor(0.7550), 0.0],21,0.0001,0.075
tensor(0.0642),tensor(0.0642),5_8_7_3_5_1_3_5_4_5_4_3_6_5_7_1_4_5_2_5_6,[0.0, tensor(0.0005), tensor(0.6560), tensor(5.2000e-08), tensor(8.6333e-08), tensor(6.3834e-24), tensor(0.0003), tensor(0.0003), tensor(0.6910), 0.0],21,0.0001,0.075
tensor(0.1825),tensor(0.1825),5_9_7_0_7_6_1_4_5_2_5_6_5_4_3_6_5_7,[tensor(0.5470), tensor(0.9130), tensor(0.6810), tensor(0.4210), tensor(0.0004), tensor(1.2368e-15), tensor(5.4778e-08), tensor(5.5333e-08), 0.0, tensor(0.7220)],21,0.0001,0.075
tensor(0.1027),tensor(0.1027),6_4_2_2_5_6_1_4_5,[0.0, tensor(0.9210), tensor(0.0003), 0.0, tensor(0.0004), tensor(0.0004), tensor(0.0004), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.1189),tensor(0.1189),6_5_7_5_4_3_0_7_6_5_9_7_2_5_6_1_4_5_6_4_2,[tensor(0.4670), tensor(0.9190), tensor(0.0002), tensor(0.4410), tensor(8.7333e-08), tensor(1.1888e-15), tensor(8.6719e-12), tensor(6.8778e-08), 0.0, tensor(0.6700)],21,0.0001,0.075
0.5452,0.5919166666666666,0.6146666666666667,0.5691666666666667,3_5_1_5_8_7_3_5_4_5_8_7_3_5_1,5_9_7_0_7_6_1_4_5_2_5_6_5_4_3_6_5_7,0.0035724639892578125,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.5384,0.5738055555555556,0.6056666666666667,0.5419444444444445,3_5_1_5_8_7_3_5_4_5_8_7_3_5_1,5_9_7_0_7_6_1_4_5_2_5_6_5_4_3_6_5_7,0.0035734176635742188,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.591,0.5377321428571429,0.5430833333333334,0.5323809523809524,0_7_6_5_9_7_6_5_7_5_4_3,2_5_6_1_4_5_6_4_2_6_5_7_5_4_3_0_7_6_5_9_7,0.0036144256591796875,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.5853333333333334,0.5315773809523809,0.5389166666666667,0.5242380952380953,0_7_6_5_9_7_6_5_7_5_4_3,2_5_6_1_4_5_6_4_2_6_5_7_5_4_3_0_7_6_5_9_7,0.0037806034088134766,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.634,0.6955357142857144,0.6831666666666667,0.7079047619047619,1_4_5_2_5_6_5_4_3_6_5_7_5_9_7_0_7_6,5_4_3_6_5_7_1_4_5_2_5_6_5_8_7_3_5_1_3_5_4,0.0031270980834960938,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.634,0.6956428571428572,0.6833333333333333,0.707952380952381,1_4_5_2_5_6_5_4_3_6_5_7_5_9_7_0_7_6,5_4_3_6_5_7_1_4_5_2_5_6_5_8_7_3_5_1_3_5_4,0.0031037330627441406,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.6322,0.6710476190476191,0.6840952380952381,0.658,5_8_7_3_5_1_3_5_4_5_4_3_6_5_7_1_4_5_2_5_6,6_5_7_5_4_3_0_7_6_5_9_7_2_5_6_1_4_5_6_4_2,0.0027129650115966797,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.6319,0.6710238095238095,0.6842380952380952,0.6578095238095238,5_8_7_3_5_1_3_5_4_5_4_3_6_5_7_1_4_5_2_5_6,6_5_7_5_4_3_0_7_6_5_9_7_2_5_6_1_4_5_6_4_2,0.0029556751251220703,match_tensors_permute,resnet20x4,21,0.0001,0.075
0.7008333333333333,0.8361333333333333,0.8361333333333333,3_5_4_5_8_7_3_5_1_3_5_1_5_8_7,0.0,None,resnet20x4,21,0.0001,0.075
0.7964,0.8514444444444444,0.8514444444444444,6_4_2_2_5_6_1_4_5,0.0,None,resnet20x4,21,0.0001,0.075
