Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.2801),tensor(0.9337),0_7_8,[tensor(0.8950), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9400), tensor(0.9660), 0.0],21,0.0001,0.075
tensor(0.2840),tensor(0.9467),2_7_9,[0.0, 0.0, tensor(0.8750), 0.0, 0.0, 0.0, 0.0, tensor(0.9710), 0.0, tensor(0.9940)],21,0.0001,0.075
tensor(0.2678),tensor(0.8927),3_5_9,[0.0, 0.0, 0.0, tensor(0.7820), 0.0, tensor(0.9090), 0.0, 0.0, 0.0, tensor(0.9870)],21,0.0001,0.075
tensor(0.2862),tensor(0.9540),6_8_9,[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, tensor(0.9470), 0.0, tensor(0.9830), tensor(0.9320)],21,0.0001,0.075
tensor(0.2689),tensor(0.8963),3_6_7,[0.0, 0.0, 0.0, tensor(0.7770), 0.0, 0.0, tensor(0.9610), tensor(0.9510), 0.0, 0.0],21,0.0001,0.075
tensor(0.2604),tensor(0.8680),3_5_6,[0.0, 0.0, 0.0, tensor(0.8130), 0.0, tensor(0.8430), tensor(0.9480), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.2741),tensor(0.9137),3_6_7,[0.0, 0.0, 0.0, tensor(0.8460), 0.0, 0.0, tensor(0.9470), tensor(0.9480), 0.0, 0.0],21,0.0001,0.075
tensor(0.2898),tensor(0.9660),1_6_7,[0.0, tensor(0.9780), 0.0, 0.0, 0.0, 0.0, tensor(0.9670), tensor(0.9530), 0.0, 0.0],21,0.0001,0.075
tensor(0.2760),tensor(0.9200),4_5_7,[0.0, 0.0, 0.0, 0.0, tensor(0.8900), tensor(0.9160), 0.0, tensor(0.9540), 0.0, 0.0],21,0.0001,0.075
tensor(0.2791),tensor(0.9303),1_2_4,[0.0, tensor(0.9920), tensor(0.8530), 0.0, tensor(0.9460), 0.0, 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
0.5846,0.7593333333333334,[  nan   nan   nan 0.651   nan   nan 0.746 0.883 0.827 0.703],0.7586666666666667,0.76,6_8_9,3_6_7,0.44344353675842285,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.5828,0.7586666666666666,[  nan   nan   nan 0.645   nan   nan 0.743 0.878 0.829 0.714],0.762,0.7553333333333333,6_8_9,3_6_7,0.405444860458374,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.527,0.7518333333333334,[0.555   nan   nan   nan 0.681 0.699   nan 0.838 0.9     nan],0.7643333333333333,0.7393333333333333,0_7_8,4_5_7,0.42850303649902344,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.5384,0.7553333333333333,[0.552   nan   nan   nan 0.676 0.722   nan 0.835 0.912   nan],0.7663333333333333,0.7443333333333333,0_7_8,4_5_7,0.41672611236572266,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.49516666666666664,0.8095,[  nan 0.933   nan 0.562   nan 0.782 0.818 0.82    nan 0.942],0.762,0.857,3_5_9,1_6_7,0.37629175186157227,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.48966666666666664,0.8091666666666666,[  nan 0.932   nan 0.563   nan 0.78  0.816 0.823   nan 0.941],0.7613333333333333,0.857,3_5_9,1_6_7,0.4030628204345703,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4811666666666667,0.7338333333333333,[  nan   nan 0.664 0.505   nan 0.708 0.698 0.91    nan 0.918],0.8306666666666667,0.637,2_7_9,3_5_6,0.4260532855987549,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4771666666666667,0.7291666666666667,[  nan   nan 0.642 0.499   nan 0.698 0.701 0.912   nan 0.923],0.8256666666666667,0.6326666666666667,2_7_9,3_5_6,0.4121975898742676,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4796666666666667,0.7345,[  nan 0.857 0.678 0.531 0.584   nan 0.847 0.91    nan   nan],0.7626666666666667,0.7063333333333334,3_6_7,1_2_4,0.3851609230041504,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4876666666666667,0.7398333333333333,[  nan 0.869 0.683 0.538 0.614   nan 0.838 0.897   nan   nan],0.7576666666666667,0.722,3_6_7,1_2_4,0.397716760635376,match_tensors_zipit,resnet20x4,21,0.0001,0.075
