Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.2954),tensor(0.2954),0_7_6_5_9_7,[tensor(0.2780), 0.0, 0.0, 0.0, 0.0, tensor(0.3060), tensor(0.8780), tensor(0.0003), 0.0, tensor(0.3100)],21,0.0001,0.075
tensor(0.3111),tensor(0.3111),1_4_5_2_5_6,[0.0, tensor(0.7220), tensor(0.3000), 0.0, tensor(0.3420), tensor(0.0004), tensor(0.5020), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.2965),tensor(0.2965),2_5_6_1_4_5,[0.0, tensor(0.6710), tensor(0.3620), 0.0, tensor(0.3630), tensor(0.0004), tensor(0.3820), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.2756),tensor(0.2756),3_5_1_5_8_7,[0.0, tensor(0.6820), 0.0, tensor(0.4270), 0.0, tensor(0.0003), 0.0, tensor(0.2410), tensor(0.3030), 0.0],21,0.0001,0.075
tensor(0.6727),tensor(0.6727),3_5_4,[0.0, 0.0, 0.0, tensor(0.6300), tensor(0.6560), tensor(0.7320), 0.0, 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.2803),tensor(0.2803),5_4_3_6_5_7,[0.0, 0.0, 0.0, tensor(0.5460), tensor(0.5140), tensor(0.0004), tensor(0.3970), tensor(0.2240), 0.0, 0.0],21,0.0001,0.075
tensor(0.2401),tensor(0.2401),5_8_7_3_5_1,[0.0, tensor(0.5460), 0.0, tensor(0.4950), 0.0, tensor(0.0004), 0.0, tensor(0.2150), tensor(0.1840), 0.0],21,0.0001,0.075
tensor(0.2488),tensor(0.2488),5_9_7_0_7_6,[tensor(0.0640), 0.0, 0.0, 0.0, 0.0, tensor(0.3140), tensor(0.8290), tensor(0.0003), 0.0, tensor(0.2850)],21,0.0001,0.075
tensor(0.7143),tensor(0.7143),6_4_2,[0.0, 0.0, tensor(0.6010), 0.0, tensor(0.7120), 0.0, tensor(0.8300), 0.0, 0.0, 0.0],21,0.0001,0.075
tensor(0.3021),tensor(0.3021),6_5_7_5_4_3,[0.0, 0.0, 0.0, tensor(0.3770), tensor(0.5410), tensor(0.0003), tensor(0.5020), tensor(0.3920), 0.0, 0.0],21,0.0001,0.075
0.3294285714285714,0.35133333333333333,0.31516666666666665,0.3875,0_7_6_5_9_7,5_4_3_6_5_7,0.5221850872039795,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.32671428571428573,0.34725,0.313,0.3815,0_7_6_5_9_7,5_4_3_6_5_7,0.514035701751709,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4723333333333333,0.6385000000000001,0.615,0.662,1_4_5_2_5_6,3_5_4,0.48729872703552246,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.456,0.6219166666666667,0.5995,0.6443333333333333,1_4_5_2_5_6,3_5_4,0.4630095958709717,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.5754,0.6407499999999999,0.6435,0.638,2_5_6_1_4_5,6_4_2,0.4878814220428467,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.5748,0.6405000000000001,0.6433333333333333,0.6376666666666667,2_5_6_1_4_5,6_4_2,0.4767603874206543,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4327142857142857,0.46325000000000005,0.5068333333333334,0.4196666666666667,3_5_1_5_8_7,6_5_7_5_4_3,0.4851348400115967,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.42857142857142855,0.45325,0.493,0.4135,3_5_1_5_8_7,6_5_7_5_4_3,0.47496604919433594,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.384125,0.5245833333333334,0.555,0.49416666666666664,5_8_7_3_5_1,5_9_7_0_7_6,0.4602634906768799,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.406125,0.5418333333333333,0.6041666666666666,0.4795,5_8_7_3_5_1,5_9_7_0_7_6,-1.4597115516662598,match_tensors_zipit,resnet20x4,21,0.0001,0.075
