Joint,Per Task Avg,Model Name,Per Class,Stop Node,Params A,Params B
tensor(0.4492),tensor(0.4991),1_2_3_4_5_6_7_8_9,[0.0, tensor(0.4960), tensor(0.3680), tensor(0.5730), tensor(0.4890), tensor(0.4010), tensor(0.7650), tensor(0.7400), tensor(0.3140), tensor(0.3460)],21,0.0001,0.075
tensor(0.6097),tensor(0.6097),0_1_2_3_4_5_6_7_8_9,[tensor(0.4520), tensor(0.7940), tensor(0.6240), tensor(0.3620), tensor(0.6390), tensor(0.6060), tensor(0.6430), tensor(0.6260), tensor(0.6570), tensor(0.6940)],21,0.0001,0.075
tensor(0.5774),tensor(0.6416),0_1_2_3_4_5_6_7_8,[tensor(0.5460), tensor(0.7480), tensor(0.5070), tensor(0.5740), tensor(0.5390), tensor(0.6450), tensor(0.8320), tensor(0.8150), tensor(0.5680), 0.0],21,0.0001,0.075
tensor(0.6100),tensor(0.6100),0_1_2_3_4_5_6_7_8_9,[tensor(0.4630), tensor(0.7880), tensor(0.6330), tensor(0.3390), tensor(0.6540), tensor(0.6000), tensor(0.6350), tensor(0.5930), tensor(0.6760), tensor(0.7190)],21,0.0001,0.075
tensor(0.4498),tensor(0.4998),1_2_3_4_5_6_7_8_9,[0.0, tensor(0.5150), tensor(0.3730), tensor(0.6010), tensor(0.4890), tensor(0.3630), tensor(0.7750), tensor(0.7560), tensor(0.3280), tensor(0.2980)],21,0.0001,0.075
tensor(0.6077),tensor(0.6077),0_1_2_3_4_5_6_7_8_9,[tensor(0.4960), tensor(0.7800), tensor(0.5630), tensor(0.3960), tensor(0.6700), tensor(0.5190), tensor(0.6450), tensor(0.6940), tensor(0.5850), tensor(0.7290)],21,0.0001,0.075
tensor(0.4451),tensor(0.5564),1_2_3_5_6_7_8_9,[0.0, tensor(0.5350), tensor(0.4730), tensor(0.5860), 0.0, tensor(0.6260), tensor(0.4790), tensor(0.5020), tensor(0.4740), tensor(0.7760)],21,0.0001,0.075
tensor(0.6011),tensor(0.6011),0_1_2_3_4_5_6_7_8_9,[tensor(0.4590), tensor(0.8160), tensor(0.5470), tensor(0.3580), tensor(0.6810), tensor(0.5240), tensor(0.6440), tensor(0.6830), tensor(0.6180), tensor(0.6810)],21,0.0001,0.075
tensor(0.5762),tensor(0.6402),0_1_2_3_4_5_6_7_8,[tensor(0.5530), tensor(0.7390), tensor(0.5180), tensor(0.5930), tensor(0.5230), tensor(0.5910), tensor(0.8340), tensor(0.8270), tensor(0.5840), 0.0],21,0.0001,0.075
tensor(0.4510),tensor(0.5638),1_2_3_5_6_7_8_9,[0.0, tensor(0.6150), tensor(0.4670), tensor(0.5780), 0.0, tensor(0.6390), tensor(0.4930), tensor(0.5240), tensor(0.4410), tensor(0.7530)],21,0.0001,0.075
0.4791,0.4703541666666667,[0.621 0.656 0.457 0.186 0.371 0.326 0.628 0.6   0.263 0.52 ],0.4731666666666667,0.4675416666666667,1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,0.43531060218811035,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4777,0.4643541666666667,[0.638 0.646 0.447 0.194 0.361 0.322 0.615 0.585 0.257 0.525],0.46725,0.46145833333333336,1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8_9,0.42389583587646484,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4563,0.4902291666666667,[0.319 0.779 0.415 0.327 0.289 0.443 0.597 0.671 0.292 0.522],0.5002083333333334,0.48025,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8,0.37409305572509766,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4548,0.48314583333333333,[0.275 0.734 0.449 0.321 0.279 0.434 0.597 0.657 0.309 0.534],0.495625,0.4706666666666667,0_1_2_3_4_5_6_7_8_9,0_1_2_3_4_5_6_7_8,0.41047120094299316,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4814,0.501125,[0.481 0.701 0.453 0.184 0.397 0.451 0.713 0.616 0.363 0.542],0.499,0.50325,0_1_2_3_4_5_6_7_8,0_1_2_3_4_5_6_7_8_9,0.4201023578643799,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.4853,0.5059583333333333,[0.495 0.699 0.451 0.192 0.396 0.463 0.715 0.61  0.414 0.528],0.50425,0.5076666666666667,0_1_2_3_4_5_6_7_8,0_1_2_3_4_5_6_7_8_9,4.004922389984131,match_tensors_zipit,resnet20x4,21,0.0001,0.075
0.5265555555555556,0.5777083333333334,[  nan 0.549 0.42  0.601 0.492 0.356 0.774 0.756 0.486 0.313],0.5777083333333334,1_2_3_4_5_6_7_8_9,0.0,None,resnet20x4,21,0.0001,0.075
0.607,0.6112916666666667,[0.496 0.78  0.563 0.397 0.668 0.519 0.644 0.696 0.585 0.73 ],0.6112916666666667,0_1_2_3_4_5_6_7_8_9,0.0,None,resnet20x4,21,0.0001,0.075
0.582125,0.59825,[  nan 0.545 0.555 0.596   nan 0.629 0.505 0.559 0.569 0.778],0.59825,1_2_3_5_6_7_8_9,0.0,None,resnet20x4,21,0.0001,0.075
0.588,0.6051666666666666,[  nan 0.631 0.536 0.591   nan 0.644 0.509 0.581 0.541 0.755],0.6051666666666666,1_2_3_5_6_7_8_9,0.0,None,resnet20x4,21,0.0001,0.075
